selected_category,function,total_score,base_score,signature_score,doc_score,probe_status,signature,module,hit_keywords,next_action,doc_head,probe_error
COMMODITY_FUTURES,futures_to_spot_czce,160,100,40,20,OK_SIGNATURE_DOC,(date: str = '20231228') -> pandas.DataFrame,akshare.futures.futures_to_spot,futures|spot|商品,"v027.2 sample-call gate only; max 1-row, no DB write",郑州商品交易所-期转现统计 http://www.czce.com.cn/cn/jysj/qzxtj/H770311index_1.htm :param date: 年月日 :type date: str :return: 郑州商品交易所-期转现统计 :rtype: pandas.DataFrame,
COMMODITY_FUTURES,futures_to_spot_dce,160,100,40,20,OK_SIGNATURE_DOC,(date: str = '202312') -> pandas.DataFrame,akshare.futures.futures_to_spot,futures|spot|商品,"v027.2 sample-call gate only; max 1-row, no DB write",大连商品交易所-期转现 http://www.dce.com.cn/dalianshangpin/xqsj/tjsj26/jgtj/qzxcx/index.html :param date: 期转现日期 :type date: str :return: 大连商品交易所-期转现 :rtype: pandas.DataFrame,
COMMODITY_FUTURES,futures_to_spot_shfe,160,100,40,20,OK_SIGNATURE_DOC,(date: str = '202312') -> pandas.DataFrame,akshare.futures.futures_to_spot,futures|spot|期货,"v027.2 sample-call gate only; max 1-row, no DB write",上海期货交易所-期转现 https://tsite.shfe.com.cn/statements/dataview.html?paramid=kx 1、铜、铜(BC)、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、20号胶、低硫燃料油、燃料油、石油沥青、纸浆、不锈钢的数量单位为：吨；黄金的数量单位为：克；白银的数量单位为：千克；原油的数量单位为：桶。 2、交割量、期转现量为单向计算。 :param date: 年月 :type date: str :return: 上海期货交易所期转现 :rtype: pandas.DataFrame,
COMMODITY_FUTURES,futures_global_hist_em,154,50,36,68,OK_SIGNATURE_DOC,(symbol: str = 'HG00Y') -> pandas.DataFrame,akshare.futures.futures_hf_em,futures|hist|spot|symbol|期货,"v027.2 sample-call gate only; max 1-row, no DB write",东方财富网-行情中心-期货市场-国际期货-历史行情数据 https://quote.eastmoney.com/globalfuture/HG25J.html :param symbol: 品种代码；可以通过 ak.futures_global_spot_em() 来获取所有可获取历史行情数据的品种代码 :type symbol: str :return: 历史行情数据 :rtype: pandas.DataFrame,
COMMODITY_FUTURES,spot_goods,154,50,28,76,OK_SIGNATURE_DOC,(symbol: str = '波罗的海干散货指数') -> pandas.DataFrame,akshare.index.index_spot,price|spot|symbol|商品|现货,"v027.2 sample-call gate only; max 1-row, no DB write","新浪财经-商品现货价格指数 https://finance.sina.com.cn/futuremarket/spotprice.shtml#titlePos_0 :param symbol: choice of {""波罗的海干散货指数"", ""钢坯价格指数"", ""澳大利亚粉矿价格""} :type symbol: str :return: 商品现货价格指数 :rtype: pandas.DataFrame",
COMMODITY_FUTURES,spot_price_qh,154,50,36,68,OK_SIGNATURE_DOC,(symbol: str = '螺纹钢') -> pandas.DataFrame,akshare.spot.spot_price_qh,price|spot|symbol|期货|现货,"v027.2 sample-call gate only; max 1-row, no DB write",99 期货-数据-期现-现货走势 https://www.99qh.com/data/spotTrend :param symbol: 品种名称 :type symbol: str :return: 现货走势 :rtype: pandas.DataFrame,
COMMODITY_FUTURES,index_global_spot_em,138,70,48,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.index.index_global_em,index|spot|指数,"v027.2 sample-call gate only; max 1-row, no DB write",东方财富网-行情中心-全球指数-实时行情数据 https://quote.eastmoney.com/center/gridlist.html#global_qtzs :return: 实时行情数据 :rtype: pandas.DataFrame,
COMMODITY_FUTURES,stock_hk_index_spot_sina,138,70,48,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.index.index_stock_hk,index|spot|指数,"v027.2 sample-call gate only; max 1-row, no DB write","新浪财经-行情中心-港股指数 大量采集会被目标网站服务器封禁 IP, 如果被封禁 IP, 请 10 分钟后再试 https://vip.stock.finance.sina.com.cn/mkt/#zs_hk :return: 所有指数的实时行情数据 :rtype: pandas.DataFrame",
COMMODITY_FUTURES,stock_zh_index_spot_sina,138,70,48,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.index.index_stock_zh,index|spot|指数,"v027.2 sample-call gate only; max 1-row, no DB write","新浪财经-行情中心首页-A股-分类-所有指数 大量采集会被目标网站服务器封禁 IP, 如果被封禁 IP, 请 10 分钟后再试 https://vip.stock.finance.sina.com.cn/mkt/#hs_s :return: 所有指数的实时行情数据 :rtype: pandas.DataFrame",
COMMODITY_FUTURES,futures_zh_daily_sina,134,50,36,48,OK_SIGNATURE_DOC,(symbol: str = 'RB0') -> pandas.DataFrame,akshare.futures.futures_zh_sina,daily|futures|symbol|期货,"v027.2 sample-call gate only; max 1-row, no DB write","中国各品种期货日频率数据 https://finance.sina.com.cn/futures/quotes/V2105.shtml :param symbol: 可以通过 match_main_contract(symbol=""cffex"") 获取, 或者访问网页获取 :type symbol: str :return: 指定 symbol 的数据 :rtype: pandas.DataFrame",
COMMODITY_FUTURES,option_commodity_hist_sina,134,50,36,48,OK_SIGNATURE_DOC,(symbol: str = 'au2012C392') -> pandas.DataFrame,akshare.option.option_commodity_sina,commodity|futures|hist|symbol,"v027.2 sample-call gate only; max 1-row, no DB write","合约历史行情-日频 https://stock.finance.sina.com.cn/futures/view/optionsDP.php :param symbol: return of option_sina_option_commodity_contract_list(symbol=""黄金期权"", contract=""au2012""), 看涨期权合约 filed :type symbol: str :return: 合约历史行情-日频 :rtype: pandas.DataFrame",
COMMODITY_FUTURES,futures_hist_em,130,50,44,36,OK_SIGNATURE_DOC,"(symbol: str = '热卷主连', period: str = 'daily', start_date: str = '19900101', end_date: str = '20500101') -> pandas.DataFrame",akshare.futures.futures_hist_em,daily|futures|hist|symbol|期货,"v027.2 sample-call gate only; max 1-row, no DB write","东方财富网-期货行情-行情数据 https://qhweb.eastmoney.com/quote :param symbol: 期货代码 :type symbol: str :param period: choice of {'daily', 'weekly', 'monthly'} :type period: str :param start_date: 开始日期 :type start_date: str",
MACRO_CHINA,macro_shipping_bdi,368,220,68,80,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,bdi|macro|shipping|干散货|指数|波罗的海,"v027.2 sample-call gate only; max 1-row, no DB write",波罗的海干散货指数(BDI) https://data.eastmoney.com/cjsj/hyzs_list_EMI00107664.html :return: 波罗的海干散货指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_freight_index,344,160,104,80,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|freight|index|macro|中国|宏观|指数|经济,"v027.2 sample-call gate only; max 1-row, no DB write",新浪财经-中国宏观经济数据-航贸运价指数 https://finance.sina.com.cn/mac/#industry-22-0-31-2 :return: 航贸运价指数 :rtype: pandas.DataFrame,
MACRO_CHINA,futures_index_ccidx,282,70,116,96,OK_SIGNATURE_DOC,(symbol: str = '中证商品期货指数') -> pandas.DataFrame,akshare.futures.futures_index_ccidx,futures|index|symbol|商品|指数|期货,"v027.2 sample-call gate only; max 1-row, no DB write","中证商品指数-商品指数-日频率 http://www.ccidx.com/index.html :param symbol: choice of {""中证商品期货指数"", ""中证商品期货价格指数""} :type symbol: str :return: 商品指数-日频率 :rtype: pandas.DataFrame",
MACRO_CHINA,macro_canada_core_cpi_monthly,228,120,48,60,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_canada,macro|monthly|ore|指数|经济,"v027.2 sample-call gate only; max 1-row, no DB write",东方财富-经济数据-加拿大-核心消费者物价指数月率 https://data.eastmoney.com/cjsj/foreign_7_6.html :return: 核心消费者物价指数月率 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_uk_core_cpi_monthly,228,120,48,60,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_uk,macro|monthly|ore|指数|经济,"v027.2 sample-call gate only; max 1-row, no DB write",东方财富-经济数据-英国-核心消费者物价指数月率 https://data.eastmoney.com/cjsj/foreign_4_5.html :return: 核心消费者物价指数月率 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_commodity_price_index,226,110,96,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|commodity|index|macro|price|商品,"v027.2 sample-call gate only; max 1-row, no DB write",大宗商品价格 https://data.eastmoney.com/cjsj/hyzs_list_EMI00662535.html :return: 大宗商品价格 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_canada_core_cpi_yearly,220,120,40,60,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_canada,macro|ore|指数|经济,"v027.2 sample-call gate only; max 1-row, no DB write",东方财富-经济数据-加拿大-核心消费者物价指数年率 https://data.eastmoney.com/cjsj/foreign_7_5.html :return: 核心消费者物价指数年率 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_japan_core_cpi_yearly,220,120,40,60,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_japan,macro|ore|指数|经济,"v027.2 sample-call gate only; max 1-row, no DB write",东方财富-经济数据-日本-全国核心消费者物价指数年率 https://data.eastmoney.com/cjsj/foreign_2_2.html :return: 全国核心消费者物价指数年率 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_uk_core_cpi_yearly,220,120,40,60,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_uk,macro|ore|指数|经济,"v027.2 sample-call gate only; max 1-row, no DB write",东方财富-经济数据-英国-核心消费者物价指数年率 https://data.eastmoney.com/cjsj/foreign_4_4.html :return: 核心消费者物价指数年率 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_usa_core_pce_price,216,120,48,48,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_usa,macro|ore|price|指数,"v027.2 sample-call gate only; max 1-row, no DB write","美国核心PCE物价指数年率报告, 数据区间从 19700101-至今 https://datacenter.jin10.com/reportType/dc_usa_core_pce_price :return: 美国核心PCE物价指数年率报告 :rtype: pandas.DataFrame",
MACRO_CHINA,stock_zh_index_spot_em,202,70,76,56,OK_SIGNATURE_DOC,(symbol: str = '上证系列指数') -> pandas.DataFrame,akshare.index.index_stock_zh,index|spot|symbol|指数,"v027.2 sample-call gate only; max 1-row, no DB write","东方财富网-行情中心-沪深京指数 https://quote.eastmoney.com/center/gridlist.html#index_sz :param symbol: ""上证系列指数""; choice of {""沪深重要指数"", ""上证系列指数"", ""深证系列指数"", ""指数成份"", ""中证系列指数""} :type symbol: str :return: 指数的实时行情数据 :rtype: pandas.DataFrame",
MACRO_CHINA,macro_china_foreign_exchange_gold,200,140,60,0,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|macro|ore,"v027.2 sample-call gate only; max 1-row, no DB write",央行黄金和外汇储备 https://finance.sina.com.cn/mac/#fininfo-5-0-31-2 :return: 央行黄金和外汇储备 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_usa_core_ppi,200,120,40,40,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_usa,macro|ore|指数,"v027.2 sample-call gate only; max 1-row, no DB write","美国核心生产者物价指数(PPI)报告, 数据区间从20080318-至今 https://datacenter.jin10.com/reportType/dc_usa_core_ppi :return: 美国核心生产者物价指数(PPI)报告-今值(%) :rtype: pandas.DataFrame",
MACRO_CHINA,macro_shipping_bci,188,120,48,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,macro|shipping|指数,"v027.2 sample-call gate only; max 1-row, no DB write",海岬型运费指数(BCI) https://data.eastmoney.com/cjsj/hyzs_list_EMI00107666.html :return: 海岬型运费指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_shipping_bcti,188,120,48,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,macro|shipping|指数,"v027.2 sample-call gate only; max 1-row, no DB write",成品油运输指数（BCTI） https://data.eastmoney.com/cjsj/hyzs_list_EMI00107669.html :return: 成品油运输指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_shipping_bpi,188,120,48,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,macro|shipping|指数,"v027.2 sample-call gate only; max 1-row, no DB write",巴拿马型运费指数(BPI) https://data.eastmoney.com/cjsj/hyzs_list_EMI00107665.html :return: 巴拿马型运费指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_usa_core_cpi_monthly,188,120,48,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_usa,macro|monthly|ore,"v027.2 sample-call gate only; max 1-row, no DB write","美国核心 CPI 月率报告, 数据区间从 19700101-至今 https://datacenter.jin10.com/reportType/dc_usa_core_cpi :return: 美国核心CPI月率报告 :rtype: pandas.DataFrame",
MACRO_CHINA,index_hog_spot_price,174,70,56,48,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.index.index_hog,index|price|spot|指数,"v027.2 sample-call gate only; max 1-row, no DB write",行情宝-生猪市场价格指数 https://hqb.nxin.com/pigindex/index.shtml :return: 生猪市场价格指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_enterprise_boom_index,168,60,68,40,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|中国|指数,"v027.2 sample-call gate only; max 1-row, no DB write",https://data.eastmoney.com/cjsj/qyjqzs.html 中国-企业景气及企业家信心指数 :return: 企业景气及企业家信心指数 :rtype: pandas.DataFrame,
MACRO_CHINA,stock_hk_index_spot_em,166,70,48,48,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.index.index_stock_hk,index|spot|指数,"v027.2 sample-call gate only; max 1-row, no DB write",东方财富网-行情中心-港股-指数实时行情 https://quote.eastmoney.com/center/gridlist.html#hk_index :return: 指数行情 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_agricultural_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",农副指数 https://data.eastmoney.com/cjsj/hyzs_list_EMI00662543.html :return: 农副指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_bdti_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",原油运输指数 https://data.eastmoney.com/cjsj/hyzs_list_EMI00107668.html :return: 原油运输指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_bsi_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",超灵便型船运价指数 https://data.eastmoney.com/cjsj/hyzs_list_EMI00107667.html :return: 超灵便型船运价指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_construction_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",建材指数 https://data.eastmoney.com/cjsj/hyzs_list_EMI00662541.html :return: 建材指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_construction_price_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",建材价格指数 https://data.eastmoney.com/cjsj/hyzs_list_EMI00237146.html :return: 建材价格指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_energy_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",能源指数 https://data.eastmoney.com/cjsj/hyzs_list_EMI00662539.html :return: 能源指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_lpi_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",物流景气指数 https://data.eastmoney.com/cjsj/hyzs_list_EMI00352262.html :return: 物流景气指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_retail_price_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",商品零售价格指数 https://finance.sina.com.cn/mac/#price-12-0-31-1 :return: 商品零售价格指数 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_yw_electronic_index,148,60,68,20,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|index|macro|指数,"v027.2 sample-call gate only; max 1-row, no DB write",义乌小商品指数-电子元器件 https://data.eastmoney.com/cjsj/hyzs_list_EMI00055551.html :return: 义乌小商品指数-电子元器件 :rtype: pandas.DataFrame,
MACRO_CHINA,macro_china_central_bank_balance,140,40,40,60,OK_SIGNATURE_DOC,() -> pandas.DataFrame,akshare.economic.macro_china,china|macro|中国|宏观|经济,"v027.2 sample-call gate only; max 1-row, no DB write",新浪财经-中国宏观经济数据-央行货币当局资产负债 https://finance.sina.com.cn/mac/#fininfo-8-0-31-2 :return: 央行货币当局资产负债 :rtype: pandas.DataFrame,
