"path","bytes","has_main","has_pandas","has_polars","has_duckdb","has_pyarrow","has_pdf","has_ocr","preview"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0600.py","26861","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_FinancialSSOT_v0600.py
Locked VRN Financial Account SSOT v0.6.0 support module.
""""""

from __future__ import annotations
import re

VRN_FINANCIAL_ACCOUNT_SSOT_V0600 = {'metadata': {'system': 'VeritasReportNova', 'module': 'Financial_Account_SSOT', 'version': '0.6.0', 'policy': 'single source of truth for financial accounts, category, aliases, units, validation profile', 'last_updated': '2026-05-21', 'raw_first_policy': True, 'header_noise_quarantine': "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0608.py","17050","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
VRN_FINANCIAL_ACCOUNT_SSOT_VERSION = 'VRN_Financial_Account_SSOT_v0608'
VRN_FINANCIAL_ACCOUNT_SSOT = [{'uid': 'VRN_FIN_0001', 'category_official_en': 'Income Statement', 'data_official_en': 'Revenue', 'default_unit': 'mn TWD', 'aliases': ['收入', '營收', '營業收入', '銷貨收入', 'sales', 'Revenue', 'revenue', 'net sales', 'operating revenue']}, {'uid': 'VRN_FIN_0002', 'category_official_en': 'Income Statement', 'data_official_en': 'Gross Profit', 'default_unit': 'mn TWD', 'aliases':"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_HistoricalValidationPolicy_v0100.py","8849","True","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_HistoricalValidationPolicy_v0100.py

VERITAS INTELLIGENCE ANALYTICS
VeritasReportNova Historical Validation Policy

Purpose:
- Broker report extracted FinancialData is observation only.
- Historical validation, Add/Sub validation, and Division validation must use historical / official / market-derived evidence.
- Broker report data must not validate itself.
- BasicInfo broker opinion fields stay broker_report priority and must not be overwritten by external so"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_InputRoutePolicy_v0224.py","5859","True","False","False","False","False","False","True","# -*- coding: utf-8 -*-
""""""
VIS_VRN_InputRoutePolicy_v0224
Append-only supportive route policy.
NO DB / NO SSOT / NO OCR.
""""""

from __future__ import annotations

import re
from dataclasses import dataclass, asdict
from typing import Dict, List


MACRO_THEME_KEYWORDS = [
    ""投資大趨勢"", ""海外投資展望"", ""半導體產業趨勢"", ""期貨晨間解盤"",
    ""美股分析"", ""港股分析"", ""日股分析"", ""盤勢分析"", ""投資早報"",
    ""market"", ""strategy"", ""outlook"", ""macro"", ""morning"", ""daily"",
]

NOOCR_BROKER_KEYWORDS = [""MQ"", ""Macquarie"", ""麥格理""]

BROKER_PREFIX_RULES"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_NewReportCompatibilityGate_v01.py","12017","True","False","False","False","False","False","True","# -*- coding: utf-8 -*-
""""""
VIS_VRN_NewReportCompatibilityGate_v01.py

def Role:
    新報告格式 / 新券商 compatibility gate。
    用於判斷新報告是否可沿用既有 VRN pipeline，或需要新增 broker adapter / table adapter / OCR isolated flow。

def Safety:
    - No OCR
    - No DB write
    - No canonical mutation
    - No SSOT mutation
    - Staging decision only
""""""

from __future__ import annotations

import json
import re
from dataclasses import dataclass, asdict
from pathlib import Path
from typing import"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_Q1_AliasRoutePatch_v0100.py","17160","True","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_Q1_AliasRoutePatch_v0100.py

Append-only supportive module generated from VRN post-close Q1 alias patch preview.

Safety:
- no DB write
- no canonical write
- no parser core rewrite
- no delete
- no deploy
- no environment mutation
""""""

from __future__ import annotations

MODULE_VERSION = ""VIS_VRN_Q1_AliasRoutePatch_v0100""
GENERATED_AT = ""2026-06-01 21:46:52""

ELIGIBLE_SINGLE_STOCK_ALIAS_ROWS = [
    {
        'file_name': '【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableGeometryReconstructor_v0101.py","15350","True","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_TableGeometryReconstructor_v0101

Enhanced supportive-only table reconstruction module.

Fixes:
1. Multi-account rows with embedded values in AccountRaw.
2. Morning summary / industry / no ticker fragments are routed to quarantine, not production fail.
3. Value-only / header-only rows are treated as route fragments.
4. Unknown account is review, not parser failure, when values are reconstructable.

No DB write.
No canonical write.
No parser core rewrite.
No de"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TableHeaderPeriodOriginalRestore_v0100.py","13791","True","False","False","False","False","True","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_TableHeaderPeriodOriginalRestore_v0100

Purpose:
- Restore table shape as close to original as possible.
- Grab possible header rows upward from table/candidate line.
- Handle merged-cell-like empty header cells by forward fill.
- Normalize period tokens into canonical forms:
  Annual: YYYY
  Quarter: 1Q25 / 2Q25 / 3Q25 / 4Q25
  Date: YYYY-MM-DD
- Preserve raw header and raw period separately.
- Output DB-ready long rows only after cross validation.

Safe flag"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_TWOfficialYFinance_v06051.py","4451","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
import re

TW_STOCK_REGEX = re.compile(r""^(?!202[1-9])(?!2030)[1-9]\d{3}$"")

YFINANCE_INFO_FIELDS = [
    ""targetLowPrice"",
    ""targetMeanPrice"",
    ""targetMedianPrice"",
    ""targetHighPrice"",
    ""recommendationKey"",
    ""recommendationMean"",
    ""numberOfAnalystOpinions"",
    ""beta"",
    ""marketCap"",
    ""trailingPE"",
    ""forwardPE"",
    ""priceToBook"",
    ""enterpriseValue"",
    ""enterpriseToRevenue"",
    ""enterpriseToEbitda"",
    ""sector"",
    ""industry"",
    ""longN"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_HardGate_SealEngine.py","4582","True","False","False","False","False","False","False","import json
import os
import sys
from datetime import datetime

def load_json(path):
    with open(path, ""r"", encoding=""utf-8"") as f:
        return json.load(f)

def save_json(path, data):
    with open(path, ""w"", encoding=""utf-8"") as f:
        json.dump(data, f, indent=4, ensure_ascii=False)

def check_required_outputs(required_list):
    missing = []
    for item in required_list:
        if not os.path.exists(item):
            missing.append(item)
    return missing

de"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RegistryCore_v1.py","49130","True","False","False","False","False","False","False","from __future__ import annotations

# Bridged by VDF_MDL001_Supportive_Bridge_v4 on 2026-04-26 02:33 for VIA_RegistryCore_v1

# =============================================================================
# VDF Accelerator integration · injected by VDF_MDL001_Supportive_Bridge_v4
# =============================================================================
# Provides cached/retried/deduped HTTP fetch via VDF_MDL000_Accelerator_Core_v4.
# Original module behavior is preserved; this only adds o"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_RuntimeImportFirewall.py","9658","False","False","False","False","False","False","False","
# ==================================================================================================
# VIA_RuntimeImportFirewall.py
# VERITAS INTELLIGENCE ANALYTICS
# Runtime Import Firewall
# GENERATED BY U2-A
# Policy: canonical-only import verification, hash strict, AST strict, provenance logging.
# ==================================================================================================

import os
import ast
import sys
import json
import hashlib
import datetime
impor"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Runtime_Bridge_All_in_One.py","29537","True","False","False","False","False","False","False","from __future__ import annotations

# Bridged by VDF_MDL001_Supportive_Bridge_v4 on 2026-04-26 02:33 for VIA_Runtime_Bridge_All_in_One

# =============================================================================
# VDF Accelerator integration · injected by VDF_MDL001_Supportive_Bridge_v4
# =============================================================================
# Provides cached/retried/deduped HTTP fetch via VDF_MDL000_Accelerator_Core_v4.
# Original module behavior is preserved"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_SSOT_Unified.py","306724","True","True","True","False","False","True","False","

# -*- coding: utf-8 -*-
# ┌─────────────────────────────────────────────────────────────────────────┐
# │  VIA_SSOT_Unified.py                                                   │
# │  ASSET_ID  : AST-PY-MOD-VSE-500-UNIFIED                               │
# │  DISPLAY   : SYS_VSE.MDL500.MOD-UNIFIED                               │
# │  VERSION   : 4.3.0     STATUS : stable                                 │
# │  LANGUAGE  : Python 3.10+                                              │
# │ "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIA_Supportive_Runtime_HardGate_Bridge.py","14829","True","False","False","False","False","False","False","from __future__ import annotations

# def PARAMETERS
import ast
import importlib
import json
import os
import py_compile
import sys
import traceback
from dataclasses import asdict, dataclass, field
from datetime import datetime
from pathlib import Path
from typing import Any, Dict, List

def_PARAM_SUPPORTIVE_ROOT = Path(r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module"")
def_PARAM_ORDER = [
    ""VIA_SSOT_Unified"",
    ""VIA_RegistryCore_v1"",
    ""VIA_Runtime_Bridge_A"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_InstallHealthRegistry.py","5107","True","False","False","False","False","False","False","""""""
def VIS_InstallHealthRegistry
def VERITAS INTELLIGENCE ANALYTICS
def Install / Environment / Gate Health Registry
def SAFE SUPPORT MODULE · NO SIDE EFFECT ON IMPORT
""""""

from __future__ import annotations

import json
import platform
import sys
from dataclasses import dataclass, asdict
from datetime import datetime
from pathlib import Path
from typing import Any, Dict, List, Optional


@dataclass
class VISHealthRecord:
    name: str
    status: str
    path: str = """"
    message: str = """"
  "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialRescueRules_v06126.py","9644","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
# Auto-generated by VRN_FINANCIAL_RESCUE_SSOT_ALIAS_V06126
# Role: VIS / VRN Financial Rescue Rules
# Policy: append-only support module; no canonical mutation.

from __future__ import annotations
import re
from typing import Any

VERSION = ""VRN_FINANCIAL_RESCUE_SSOT_ALIAS_V06126""
RESCUE_RULES = [{'category': 'Balance Sheet', 'official': 'Long Term Investments', 'unit': 'mn TWD', 'kind': 'accounting_account', 'aliases': ['長期投資合計', '長期投資', '採用權益法之投資', '長期股權投資']},"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_FinancialSSOT_v0608.py","17050","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
VRN_FINANCIAL_ACCOUNT_SSOT_VERSION = 'VRN_Financial_Account_SSOT_v0608'
VRN_FINANCIAL_ACCOUNT_SSOT = [{'uid': 'VRN_FIN_0001', 'category_official_en': 'Income Statement', 'data_official_en': 'Revenue', 'default_unit': 'mn TWD', 'aliases': ['收入', '營收', '營業收入', '銷貨收入', 'sales', 'Revenue', 'revenue', 'net sales', 'operating revenue']}, {'uid': 'VRN_FIN_0002', 'category_official_en': 'Income Statement', 'data_official_en': 'Gross Profit', 'default_unit': 'mn TWD', 'aliases':"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\80_VETF_Supportive_Sort\VETF_VIS_VRN_HistoricalValidationPolicy_v0100.py","8849","True","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_HistoricalValidationPolicy_v0100.py

VERITAS INTELLIGENCE ANALYTICS
VeritasReportNova Historical Validation Policy

Purpose:
- Broker report extracted FinancialData is observation only.
- Historical validation, Add/Sub validation, and Division validation must use historical / official / market-derived evidence.
- Broker report data must not validate itself.
- BasicInfo broker opinion fields stay broker_report priority and must not be overwritten by external so"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\temp\VRN_VERIFIED_INCREMENTAL_DB_20260609_025227\engine\vrn_incremental_database_builder.py","15579","False","True","False","True","True","True","False","import json
import os
import re
import sys
import hashlib
from pathlib import Path
from datetime import datetime

input_dir = Path(sys.argv[1])
output_dir = Path(sys.argv[2])
ledger_path = Path(sys.argv[3])
active_basic = Path(sys.argv[4])
active_fin = Path(sys.argv[5])
target_basic = Path(sys.argv[6])
target_fin = Path(sys.argv[7])
basic_csv = Path(sys.argv[8])
fin_csv = Path(sys.argv[9])
basic_json = Path(sys.argv[10])
fin_json = Path(sys.argv[11])
duckdb_path = Path(sys.argv[12])
google_plan "
