"def_priority","def_gate_type","def_accept_status","def_recommendation","def_risk","def_owner_engine","def_domain_family","def_normalized_key","def_distinct_values","def_user_accept","def_selected_canonical_value","def_reject_reason","def_next_allowed_phase","def_source_mutation","def_sample_values"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_band_green","4","","","","v0114_only_after_YES","false","1337 || 982 || 1240 || 969"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_review_rows","4","","","","v0114_only_after_YES","false","30 || 120 || 91 || 349"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","after_missing_ticker","4","","","","v0114_only_after_YES","false","after_missing_ticker = sum(1 for r in basic_rows if not r.get(""ticker"")) || after_missing_ticker || 0 || after_mt,""after_review_required"":after_review"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_review_csv","4","","","","v0114_only_after_YES","false","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_integrated_trust_runs\\VRN_UNIT_CONSENSUS_UI_SEAL_V055_20260520_150731\\vrn_unit_review_v055.csv"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_integrated_trust_runs\\VRN_FINAL_DISPLAY_UNIT_SANITY_V054_20260520_145942\\vrn_unit_review_v054.csv"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_integrated_trust_runs\\VRN_FINAL_INTEGRATED_SEAL_V053_20260520_145013\\vrn_unit_review_v053.csv"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_integrated_trust_runs\\VRN_UNIT_PRECISION_POLISH_V0521_20260520_132408\\vrn_unit_precision_review_v0521..."
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","required_fields","4","","","","v0114_only_after_YES","false","[ || [""family"",""symbol"",""date"",""value"",""source""] || required_fields = @(""symbol"",""date"",""value"",""source"") || required_fields = @(""family"",""symbol"",""date"",""value"",""source"")"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VIA","GOVERNANCE_POLICY","policy_id","4","","","","v0114_only_after_YES","false","""COAXIS_TW_BASE"" || ""COAXIS_US_PLUS_1"" || ""COAXIS_MACRO_FFILL"" || ""COAXIS_EVENT_MATRIX"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","tw_bloomberg_ticker","4","","","","v0114_only_after_YES","false","""{TW_TICKER} TT"" || f""{code} TT"" || None || canonical[""tw_bloomberg_ticker""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","write_policy","4","","","","v0114_only_after_YES","false","""ADD_OR_REPLACE_AFTER_SEAL_ONLY"" || ""SELECTOR_REQUIRED_BEFORE_SEED"" || ""DEFER_TO_YFINANCE_OR_FUTURE_GATE"" || ""staging_first"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MANUAL_REVIEW_REQUIRED","HIGH","VIA_REVIEW_BOARD","DOMAIN_GENERAL","MACRO_CHINA","4","","","","v0114_only_after_YES","false","2 || 343 || 30 || {"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","VDF_Global_Macro","4","","","","v0114_only_after_YES","false","[ || [""symbol"",""date"",""value"",""source"",""unit"",""frequency"",""description""] || VDF_Global_Macro = 10 rows || ""^TNX"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","text_fields","3","","","","v0114_only_after_YES","false","text_fields = None || text_fields = list(reader.fieldnames or []) || text_fields=list(reader.fieldnames or [])"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","recommended_fields","3","","","","v0114_only_after_YES","false","[ || recommended_fields = @(""family"",""unit"",""frequency"",""original_function"",""source_table"",""record_hash"",""seeded_at"") || recommended_fields = @(""unit"",""frequency"",""original_function"",""source_file"",""source_file_name"",""record_hash"",""seeded_at"")"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","fred_keys","3","","","","v0114_only_after_YES","false","fred_keys = [""FRED_API_KEY"",""VDF_FRED_API_KEY"",""VIA_FRED_API_KEY""] || fred_keys = [ || fred_keys = [""FRED_API_KEY"", ""VDF_FRED_API_KEY"", ""VIA_FRED_API_KEY""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","VRN_TickerRegexSSOT","3","","","","v0114_only_after_YES","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\SSOT\\_runs\\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\\parquet\\VRN_TickerRegexSSOT_v029SSOT1B.par... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\SSOT\\_runs\\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\\json\\VRN_TickerRegexSSOT_v029SSOT1B.json"" || ticker_regex"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","VDF_Global_Commodity_AkShare_Candidate","3","","","","v0114_only_after_YES","false","VDF_Global_Commodity_AkShare_Candidate=150 || 150 || 3"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_warn_count","3","","","","v0114_only_after_YES","false","0 || schema_warn_count = 0 || int(sum(1 for x in schema_rows if str(x[""status""]).startswith(""WARN"")))"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","has_yfinance_data","3","","","","v0114_only_after_YES","false","False || has_yfinance_data = bool(yf_data and yf_data.get(""_yf_error"") is None) || has_yfinance_data"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_role","3","","","","v0114_only_after_YES","false","role || schema_role = str(row.get(""schema_role"", """")) || schema_role"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","akshare_import","3","","","","v0114_only_after_YES","false","true || False || result[""akshare_import""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","EQUITY_FLAT_SCHEMA","3","","","","v0114_only_after_YES","false","EQUITY_FLAT_SCHEMA        = True   # Long format (Dat"" || EQUITY_FLAT_SCHEMA        = True   # Long format (Dat</td></tr> || EQUITY_FLAT_SCHEMA        = True   # Long format (Date, Ticker, Market, Open, High, Low, Close, Volume, ...)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","consensus_by_ticker","3","","","","v0114_only_after_YES","false","Dict[str, Dict]) -> ""pd.DataFrame"": || consensus_by_ticker = {} || consensus_by_ticker = self.yf_consensus.fetch(yf_tickers)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","akshare_version","3","","","","v0114_only_after_YES","false","""1.18.55"" || """" || result[""akshare_version""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_run","3","","","","v0114_only_after_YES","false","schema_run = def_find_latest_dir(run_root, [""VRN_DB_SCHEMA_COMPATIBILITY_AUDIT_V06156971""]) || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_DB_SCHEMA_COMPATIBILITY_AUDIT_V06156971_20260523_214019"" || str(schema_run) if schema_run else """""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VIA","GOVERNANCE_POLICY","duplicate_after_collision_policy","3","","","","v0114_only_after_YES","false","30 || duplicate_after_collision_policy = 30 || dup_after"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","missing_yfinance_csv","3","","","","v0114_only_after_YES","false","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260525_213605_VRN_CLEAN_CONSENSUS_DECONTAM_V132\\CleanConsensus_Missing_YFin... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260525_213223_VRN_LOCAL_CONSENSUS_EXPANSION_V131\\LocalConsensus_Missing_YFi... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\output\\_route_lock_runs\\RUN_20260525_212835_VRN_BASICINFO_COVERAGE_EXPANSION_V130\\BasicInfo_Missing_YFina..."
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","schema_audit_csv","3","","","","v0114_only_after_YES","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\registry\\VDF_AkShare_v0279_SchemaAudi... || schema_audit_csv = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\registry\\VDF... || str(schema_audit_csv)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VIA","GOVERNANCE_POLICY","dedup_policy_required","2","","","","v0114_only_after_YES","false","true || duplicate_rows > 0"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","financialdata_fields","2","","","","v0114_only_after_YES","false","76 || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","OUT_SCHEMA_CSV","2","","","","v0114_only_after_YES","false","OUT_SCHEMA_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260526_220104_VRN_V141A_READONLY_CONSUMER_LOADER\VRN_v141A_Consumer... || OUT_SCHEMA_CSV = r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_staging\VRN_v140B3_BasicInfo_Consensus_Staging_20260526_182456\BasicInfo_Consensus_Schema..."
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","fred_api_key_sources_checked","2","","","","v0114_only_after_YES","false","[ || fred_keys"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","fred_id","2","","","","v0114_only_after_YES","false","fred_id = meta.get(""fred_id"") || fred_id = meta.get(""fred_id"", """")"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","operating_income_wrong_unit_rows","2","","","","v0114_only_after_YES","false","0 || 28"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","output_schema","2","","","","v0114_only_after_YES","false","{ || OUTPUT_SCHEMA = ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","output_unit","2","","","","v0114_only_after_YES","false","""million"",   # 全部輸出為百萬元 || ""million"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VIA","GOVERNANCE_POLICY","coaxis_policy_registry","2","","","","v0114_only_after_YES","false","coaxis || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","old_unit","2","","","","v0114_only_after_YES","false","old_unit = str(r.get(""Unit"", """") or """") || old_unit = def_first(row, [""Unit""])"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","broker_protected_fields","2","","","","v0114_only_after_YES","false","[ || [""Rating"", ""Target Price"", ""Analyst"", ""Report Date""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","YFINANCE_SEAL","2","","","","v0114_only_after_YES","false","$YFINANCE_SEAL = Join-Path $CONFIG_DIR ""VRN_YFinance_InfoReference_FinalSeal_v051.json"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\config\\VRN_YFinance_InfoReference_FinalSeal_v051.json"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","yfinance_matrix_csv","2","","","","v0114_only_after_YES","false","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_YFINANCE_HEADER_CANONICAL_REFRESH_V06147_20260522_183321\\vrn_v06147_yfinance_re... || str(yf_csv)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","YFINANCE_INFO_FIELDS","2","","","","v0114_only_after_YES","false","YFINANCE_INFO_FIELDS = [ || ["
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","YFINANCE_AVAILABLE","2","","","","v0114_only_after_YES","false","YFINANCE_AVAILABLE = True || YFINANCE_AVAILABLE = False"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","fred_akshare_capability_seal","2","","","","v0114_only_after_YES","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_freeze\\VDF_FRED_AKSHARE_CAPABILITY_SEAL_v0241_20260610_124114\\seal\\VDF_FRED_AKSHARE_CAPABILITY_SEAL_v0241... || {"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","GOVERNANCE_POLICY","_vdf_v02784_policy","2","","","","v0114_only_after_YES","false","""PRESERVED_VALID_ROW_NO_MUTATION"" || ""INVALID_QUARANTINE_REPAIR_PREVIEW_ONLY_NO_DB_WRITE"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","FRED_API_KEY","2","","","","v0114_only_after_YES","false","""ENV:FRED_API_KEY"" || FRED_API_KEY = ""2d5ae8dfe834ffc409bf98d51f539c17""   # 使用者提供"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","fred_api_key_env","2","","","","v0114_only_after_YES","false","""FRED_API_KEY"" || {"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","GOVERNANCE_POLICY","_vdf_v027841_collision_policy","2","","","","v0114_only_after_YES","false","""keep"" || ""include_preview_only"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","has_ticker","2","","","","v0114_only_after_YES","false","has_ticker = has_any_key(row, [""ticker"", ""stock_code"", ""code""]) || has_ticker = def_is_tw_ticker(ticker)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","fred_api_key_value_not_printed","2","","","","v0114_only_after_YES","false","true || True"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","flow_f_fred_akshare_global","2","","","","v0114_only_after_YES","false","{ || FLOW_F_FRED_AKSHARE_GLOBAL = TRACKED_PENDING_AFTER_CONFIG"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","HasTicker","2","","","","v0114_only_after_YES","false","true || false"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","history_fields","2","","","","v0114_only_after_YES","false","[ || [""Adj Close"", ""Volume""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","HasYFinance","2","","","","v0114_only_after_YES","false","true || false"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_ssot_json_count","2","","","","v0114_only_after_YES","false","55 || 57"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","source_policy","2","","","","v0114_only_after_YES","false","""INPUT_RAW_REPORTS_ONLY_UNTIL_CURRENT_RUN_CANONICAL_EXPORT_EXISTS"" || ""broker_report_text_only_yfinance_never_overwrites_valuation_method"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","by_ticker","2","","","","v0114_only_after_YES","false","dict[str, dict] = { || by_ticker = defaultdict(list)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","Macro","2","","","","v0114_only_after_YES","false","{ || [""fred"",""macro""]"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","ticker_regex_count","2","","","","v0114_only_after_YES","false","6 || len(ticker_regex)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","ticker_ok","2","","","","v0114_only_after_YES","false","ticker_ok = bool(def_get(nr, [""Ticker""])) || ticker_ok = any(r.get(""Ticker"") for r in filename_rows) if filename_rows else True"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","dryrun_policy","2","","","","v0114_only_after_YES","false","""FILELIST_CANONICALIZER_NO_DB_WRITE"" || ""NARROW_SOURCE_V0274_ONLY_NO_DB_WRITE"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","ticker_main","2","","","","v0114_only_after_YES","false","ticker_main = None || ticker_main = rx"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_ratio","2","","","","v0114_only_after_YES","false","6 || 11"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","detected_text_schema","2","","","","v0114_only_after_YES","false","[ || names,""resolved_key_col"":key_col,""resolved_page_col"":page_col,""resolved_text_col"":text_col"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_band_orange","2","","","","v0114_only_after_YES","false","91 || 349"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","default_unit","2","","","","v0114_only_after_YES","false","""mn TWD"" || unit"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_compare_csv","2","","","","v0114_only_after_YES","false","str(run_dir / ""vrn_post_commit_schema_compare_v0615721.csv"") || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_POST_COMMIT_PRODUCTION_SEAL_V0615721_20260523_235836\\vrn_post_commit_schema_com..."
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_df","2","","","","v0114_only_after_YES","false","schema_df = def_build_schema_registry(asset_df) || schema_df = def_safe_table(con, ""schema_intelligence_registry"")"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_ok","2","","","","v0114_only_after_YES","false","schema_ok = post_counts.get(""Schema"") == ""PASS"" || schema_ok = all(r[""Severity""] == ""OK"" for r in schema_compare)"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","schema_gate_json","2","","","","v0114_only_after_YES","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\\registry\\VDF_AkShare_Sc... || schema_gate_json = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\..."
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_layer","2","","","","v0114_only_after_YES","false","""BasicInfo"" || ""FinancialData"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_strict","2","","","","v0114_only_after_YES","false","False,  # False = coerce, True = reject on fail || False"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VIA","GOVERNANCE_POLICY","ConsensusPolicy","2","","","","v0114_only_after_YES","false","{ || ""reference_only_not_truth"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","matched_yfinance_rows","2","","","","v0114_only_after_YES","false","3 || 1"
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","DATA_SOURCE_CONTRACT","primary_source_module","2","","","","v0114_only_after_YES","false","""M05_BasicInfoExtractor"" || ""Computed"""
"P0","DOMAIN_ACCEPT_GATE","WAIT_USER_DECISION","MUST_ACCEPT_BEFORE_CANONICAL_PATCH","HIGH","VDF","MARKET_TICKER_IDENTITY","yf_tickers_to_fetch","2","","","","v0114_only_after_YES","false","yf_tickers_to_fetch = [] || yf_tickers_to_fetch = list(set(yf_tickers_to_fetch))"
