"Path","ParseErrors","ForbiddenCount","Forbidden","ErrorText"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\TOOLS\def_install_powershell_modules_vhb.ps1","0","0","",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\functional modules\VHB\TOOLS\def_install_python_libs_vhb.ps1","0","0","",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V02_GATEWAY_HOTFIX_20260609_035258\gateway\Invoke-VIA-ActivationGateway-Hardened.ps1","1","0","","L5:33 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V03_STABLE_HOTFIX_20260609_035508\gateway\Invoke-VIA-ActivationGateway-Stable.ps1","1","0","","L5:33 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V04_INLINE_READY_20260609_035734\gateway\Invoke-VIA-ActivationGateway-InlineReady.ps1","1","0","","L5:33 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\_activation\VIA_ACTIVATION_GATEWAY_V05_PARAM_FIRST_FINAL_20260609_040014\gateway\Invoke-VIA-ActivationGateway-ParamFirst.ps1","0","0","",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\_freeze\VIA_UNIFIED_INPUT_SSOT_FREEZE_GATEWAY_20260609_034130\gateway\Invoke-VIA-UnifiedInputGateway.ps1","1","0","","L5:33 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL188_VRN-AllInOne__REPORT__v0_0.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL189_run_vrn_boot_purge_temp_first__MODULE__v0_0.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL190_run_vrn_boot_purge_temp_first__REPORT__v0_0.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL191_VRN-AllInOne__MODULE__v0_0.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL192_run_vrn_summary__REPORT__v0_0.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL193_run_vrn__REPORT__v0_0.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL194_run_vrn__MODULE__v0_0.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VAP\ASSETS\SCOPE_COPY\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL195_run_vrn_summary__MODULE__v0_0.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\Deploy-MDL003-MDL004.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\Deploy-VRN-LocalRun-V2.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\Invoke-VAP-V10-ProductionMaster.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\Invoke-VIA-Panorama-AIO.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\Run-VRN-LocalTest-AIO.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\Run-VRN-LocalTest.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP_V10_PasteMode.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN-AllInOne.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN-Master.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN_DEPLOY_AND_HEALTHCHECK.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VeritasGlyphForge\VeritasGlyphForge_AllInOne.ps1","1","0","","L1040:13 The string is missing the terminator: '@."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VIAO\safe_VIA_RM_Master.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VIAO\safe_VIA_RM_R01_R10.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VIAO\safe_VIA_RM_R11_R20.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VIAO\VIA_5D_Launcher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VIAO\VIA_Panoramic_Inspector_v1.ps1","2","0","","L23:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property. | L24:27 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VIAO\VIA_SSOT_Unified.psm1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\VIF\VIF_AllInOne_Launcher.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_archive_v4.3.0\VIA_SSOT_PanoramicAugmenter_v2.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VIA-ALL.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VIA-FinishProject-SafeFast.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VIA-PanoramaHardGateSafeFix.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VIA-SupportiveHardGate.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-Guarded-Entry-v217.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-MQ-NoOCR-Staging-v222.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-PURE-NOHANG-v2192.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-Resonance-NOHANG-v2191.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-SafePrecheck-v216.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-Supportive-TriPass-v224.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Invoke-VRN-VisualLock-NOHANG-v2193.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\Start-VIA-Console.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_ENV_PARTITION_v2.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_Supportive_HardGate_Seal.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_ToolEngine.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_VRN_InstallHealth_Precheck_v0216.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\template\via_psm_standard_template.psm1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\template\via_ps_standard_template.ps1","9","0","","L69:1 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L69:9 Unexpected token '{' in expression or statement. | L69:22 Unexpected token '_VERSION' in expression or statement. | L71:1 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L71:9 Unexpected token '{' in expression or statement. | L71:22 Unexpected token '_CONFIG' in expression or statement. | L159:18 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L159:26 Unexpected token '{' in expression or statement. | L159:39 Unexpected token '_CONFIG' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VAP_Launcher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VAP\VIA_VEGN_Step1_v32.ps1","119","1","Remove-Item","L906:148 Missing ')' in method call. | L906:148 Unexpected token 'if' in expression or statement. | L911:88 Missing ')' in method call. | L911:88 Unexpected token 'if' in expression or statement. | L911:129 The string is missing the terminator: "". | L911:128 Missing closing '}' in statement block or type definition. | L911:134 Missing closing ')' in subexpression. | L911:225 Missing ')' in method call. | L911:225 Unexpected token 'if' in expression or statement. | L911:268 The string is missing the terminator: "". | L911:267 Missing closing '}' in statement block or type definition. | L911:273 Missing closing ')' in subexpression. | L911:324 Missing ')' in method call. | L911:324 Unexpected token 'if' in expression or statement. | L911:359 The string is missing the terminator: "". | L911:358 Missing closing '}' in statement block or type definition. | L911:364 Missing closing ')' in subexpression. | L911:637 Missing ')' in method call. | L911:637 Unexpected token 'if' in expression or statement. | L911:668 The string is missing the terminator: "". | L911:667 Missing closing '}' in statement block or type definition. | L911:673 Missing closing ')' in subexpression. | L911:713 Missing ')' in method call. | L911:713 Unexpected token 'if' in expression or statement. | L911:744 The string is missing the terminator: "". | L911:743 Missing closing '}' in statement block or type definition. | L911:749 Missing closing ')' in subexpression. | L911:866 The string is missing the terminator: "". | L911:865 Missing closing '}' in statement block or type definition. | L911:890 Missing closing ')' in expression. | L911:890 Missing ')' in method call. | L911:890 Missing closing ')' in subexpression. | L911:965 Missing ')' in method call. | L911:965 Unexpected token 'if' in expression or statement. | L911:1012 The string is missing the terminator: "". | L911:1011 Missing closing '}' in statement block or type definition. | L911:1017 Missing closing ')' in subexpression. | L911:1086 Missing ')' in method call. | L911:1086 Unexpected token 'if' in expression or statement. | L911:1258 The string is missing the terminator: "". | L911:1257 Missing closing '}' in statement block or type definition. | L911:1279 Missing closing ')' in expression. | L911:1279 Missing ')' in method call. | L911:1279 Missing closing ')' in subexpression. | L915:60 Missing ')' in method call. | L915:60 Unexpected token 'if' in expression or statement. | L915:95 The string is missing the terminator: "". | L915:94 Missing closing '}' in statement block or type definition. | L915:100 Missing closing ')' in subexpression. | L915:179 Missing ')' in method call. | L915:179 Unexpected token 'if' in expression or statement. | L915:214 The string is missing the terminator: "". | L915:213 Missing closing '}' in statement block or type definition. | L915:219 Missing closing ')' in subexpression. | L915:267 Missing ')' in method call. | L915:267 Unexpected token 'if' in expression or statement. | L915:314 The string is missing the terminator: "". | L915:313 Missing closing '}' in statement block or type definition. | L915:319 Missing closing ')' in subexpression. | L926:60 Missing ')' in method call. | L926:60 Unexpected token 'if' in expression or statement. | L931:60 Missing ')' in method call. | L931:60 Unexpected token 'if' in expression or statement. | L931:95 The string is missing the terminator: "". | L931:94 Missing closing '}' in statement block or type definition. | L931:100 Missing closing ')' in subexpression. | L931:179 Missing ')' in method call. | L931:179 Unexpected token 'if' in expression or statement. | L931:214 The string is missing the terminator: "". | L931:213 Missing closing '}' in statement block or type definition. | L931:219 Missing closing ')' in subexpression. | L931:429 Missing ')' in method call. | L931:429 Unexpected token 'if' in expression or statement. | L931:476 The string is missing the terminator: "". | L931:475 Missing closing '}' in statement block or type definition. | L931:481 Missing closing ')' in subexpression. | L931:550 Missing ')' in method call. | L931:550 Unexpected token 'if' in expression or statement. | L931:589 The string is missing the terminator: "". | L931:588 Missing closing '}' in statement block or type definition. | L931:594 Missing closing ')' in subexpression. | L931:686 Missing ')' in method call. | L931:686 Unexpected token 'if' in expression or statement. | L931:725 The string is missing the terminator: "". | L931:724 Missing closing '}' in statement block or type definition. | L931:730 Missing closing ')' in subexpression. | L935:60 Missing ')' in method call. | L935:60 Unexpected token 'if' in expression or statement. | L935:103 The string is missing the terminator: "". | L935:102 Missing closing '}' in statement block or type definition. | L935:108 Missing closing ')' in subexpression. | L935:180 Missing ')' in method call. | L935:180 Unexpected token 'if' in expression or statement. | L935:219 The string is missing the terminator: "". | L935:218 Missing closing '}' in statement block or type definition. | L935:224 Missing closing ')' in subexpression. | L935:316 Missing ')' in method call. | L935:316 Unexpected token 'if' in expression or statement. | L935:355 The string is missing the terminator: "". | L935:354 Missing closing '}' in statement block or type definition. | L935:360 Missing closing ')' in subexpression. | L935:461 Missing ')' in method call. | L935:461 Unexpected token 'if' in expression or statement. | L935:500 The string is missing the terminator: "". | L935:499 Missing closing '}' in statement block or type definition. | L935:505 Missing closing ')' in subexpression. | L942:60 Missing ')' in method call. | L942:60 Unexpected token 'if' in expression or statement. | L942:216 Missing ')' in method call. | L942:216 Unexpected token 'if' in expression or statement. | L947:60 Missing ')' in method call. | L947:60 Unexpected token 'if' in expression or statement. | L947:150 Missing ')' in method call. | L947:150 Unexpected token 'if' in expression or statement. | L952:56 Missing ')' in method call. | L952:56 Unexpected token 'if' in expression or statement. | L869:24 Missing closing '}' in statement block or type definition. | L952:93 Unexpected token ')' in expression or statement. | L1259:1 Unexpected token '}' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VAN_S34_MergeOrchestrator_v2.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_5D_Launcher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_AdminLock_v1.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_Admin_v3.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_AtoB_MergeTemplate.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_HPC_Supreme_v2.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_HPC_Supreme_v2_fixed (1).ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_HPC_Supreme_v2_fixed.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_Integrated_Supreme_v1_r2.ps1","2","1","Remove-Item","L193:9 Variable reference is not valid. ':' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L311:9 Expression is not allowed in a Using expression."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_PSInspectFix_Launch.ps1","1","0","","L42:28 The assignment expression is not valid. The input to an assignment operator must be an object that is able to accept assignments, such as a variable or a property."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\via_psm_standard_template (6).psm1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\via_psm_standard_template.psm1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\via_ps_ai_template (2).ps1","3","0","","L102:32 Missing type name after '['. | L102:31 Parameter declarations are a comma-separated list of variable names with optional initializer expressions. | L102:31 Missing ')' in function parameter list."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\via_ps_ai_template (3).ps1","3","0","","L102:32 Missing type name after '['. | L102:31 Parameter declarations are a comma-separated list of variable names with optional initializer expressions. | L102:31 Missing ')' in function parameter list."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\via_ps_ai_template.ps1","3","0","","L102:32 Missing type name after '['. | L102:31 Parameter declarations are a comma-separated list of variable names with optional initializer expressions. | L102:31 Missing ')' in function parameter list."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\via_ps_standard_template (3).ps1","9","0","","L69:1 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L69:9 Unexpected token '{' in expression or statement. | L69:22 Unexpected token '_VERSION' in expression or statement. | L71:1 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L71:9 Unexpected token '{' in expression or statement. | L71:22 Unexpected token '_CONFIG' in expression or statement. | L159:18 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L159:26 Unexpected token '{' in expression or statement. | L159:39 Unexpected token '_CONFIG' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\via_ps_standard_template.ps1","9","0","","L69:1 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L69:9 Unexpected token '{' in expression or statement. | L69:22 Unexpected token '_VERSION' in expression or statement. | L71:1 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L71:9 Unexpected token '{' in expression or statement. | L71:22 Unexpected token '_CONFIG' in expression or statement. | L159:18 Variable reference is not valid. '$' was not followed by a valid variable name character. Consider using ${} to delimit the name. | L159:26 Unexpected token '{' in expression or statement. | L159:39 Unexpected token '_CONFIG' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_SSOT_Unified.psm1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_UVAccel_Supreme_v1.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_VEGN_Step1_v31.ps1","7","1","Remove-Item","L242:38 Missing argument in parameter list. | L595:78 Missing ')' in method call. | L595:32 Missing closing '}' in statement block or type definition. | L567:26 Missing closing '}' in statement block or type definition. | L595:104 Unexpected token ')' in expression or statement. | L595:106 Unexpected token '}' in expression or statement. | L673:1 Unexpected token '}' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_VEGN_Step1_v32.ps1","119","1","Remove-Item","L906:148 Missing ')' in method call. | L906:148 Unexpected token 'if' in expression or statement. | L911:88 Missing ')' in method call. | L911:88 Unexpected token 'if' in expression or statement. | L911:129 The string is missing the terminator: "". | L911:128 Missing closing '}' in statement block or type definition. | L911:134 Missing closing ')' in subexpression. | L911:225 Missing ')' in method call. | L911:225 Unexpected token 'if' in expression or statement. | L911:268 The string is missing the terminator: "". | L911:267 Missing closing '}' in statement block or type definition. | L911:273 Missing closing ')' in subexpression. | L911:324 Missing ')' in method call. | L911:324 Unexpected token 'if' in expression or statement. | L911:359 The string is missing the terminator: "". | L911:358 Missing closing '}' in statement block or type definition. | L911:364 Missing closing ')' in subexpression. | L911:637 Missing ')' in method call. | L911:637 Unexpected token 'if' in expression or statement. | L911:668 The string is missing the terminator: "". | L911:667 Missing closing '}' in statement block or type definition. | L911:673 Missing closing ')' in subexpression. | L911:713 Missing ')' in method call. | L911:713 Unexpected token 'if' in expression or statement. | L911:744 The string is missing the terminator: "". | L911:743 Missing closing '}' in statement block or type definition. | L911:749 Missing closing ')' in subexpression. | L911:866 The string is missing the terminator: "". | L911:865 Missing closing '}' in statement block or type definition. | L911:890 Missing closing ')' in expression. | L911:890 Missing ')' in method call. | L911:890 Missing closing ')' in subexpression. | L911:965 Missing ')' in method call. | L911:965 Unexpected token 'if' in expression or statement. | L911:1012 The string is missing the terminator: "". | L911:1011 Missing closing '}' in statement block or type definition. | L911:1017 Missing closing ')' in subexpression. | L911:1086 Missing ')' in method call. | L911:1086 Unexpected token 'if' in expression or statement. | L911:1258 The string is missing the terminator: "". | L911:1257 Missing closing '}' in statement block or type definition. | L911:1279 Missing closing ')' in expression. | L911:1279 Missing ')' in method call. | L911:1279 Missing closing ')' in subexpression. | L915:60 Missing ')' in method call. | L915:60 Unexpected token 'if' in expression or statement. | L915:95 The string is missing the terminator: "". | L915:94 Missing closing '}' in statement block or type definition. | L915:100 Missing closing ')' in subexpression. | L915:179 Missing ')' in method call. | L915:179 Unexpected token 'if' in expression or statement. | L915:214 The string is missing the terminator: "". | L915:213 Missing closing '}' in statement block or type definition. | L915:219 Missing closing ')' in subexpression. | L915:267 Missing ')' in method call. | L915:267 Unexpected token 'if' in expression or statement. | L915:314 The string is missing the terminator: "". | L915:313 Missing closing '}' in statement block or type definition. | L915:319 Missing closing ')' in subexpression. | L926:60 Missing ')' in method call. | L926:60 Unexpected token 'if' in expression or statement. | L931:60 Missing ')' in method call. | L931:60 Unexpected token 'if' in expression or statement. | L931:95 The string is missing the terminator: "". | L931:94 Missing closing '}' in statement block or type definition. | L931:100 Missing closing ')' in subexpression. | L931:179 Missing ')' in method call. | L931:179 Unexpected token 'if' in expression or statement. | L931:214 The string is missing the terminator: "". | L931:213 Missing closing '}' in statement block or type definition. | L931:219 Missing closing ')' in subexpression. | L931:429 Missing ')' in method call. | L931:429 Unexpected token 'if' in expression or statement. | L931:476 The string is missing the terminator: "". | L931:475 Missing closing '}' in statement block or type definition. | L931:481 Missing closing ')' in subexpression. | L931:550 Missing ')' in method call. | L931:550 Unexpected token 'if' in expression or statement. | L931:589 The string is missing the terminator: "". | L931:588 Missing closing '}' in statement block or type definition. | L931:594 Missing closing ')' in subexpression. | L931:686 Missing ')' in method call. | L931:686 Unexpected token 'if' in expression or statement. | L931:725 The string is missing the terminator: "". | L931:724 Missing closing '}' in statement block or type definition. | L931:730 Missing closing ')' in subexpression. | L935:60 Missing ')' in method call. | L935:60 Unexpected token 'if' in expression or statement. | L935:103 The string is missing the terminator: "". | L935:102 Missing closing '}' in statement block or type definition. | L935:108 Missing closing ')' in subexpression. | L935:180 Missing ')' in method call. | L935:180 Unexpected token 'if' in expression or statement. | L935:219 The string is missing the terminator: "". | L935:218 Missing closing '}' in statement block or type definition. | L935:224 Missing closing ')' in subexpression. | L935:316 Missing ')' in method call. | L935:316 Unexpected token 'if' in expression or statement. | L935:355 The string is missing the terminator: "". | L935:354 Missing closing '}' in statement block or type definition. | L935:360 Missing closing ')' in subexpression. | L935:461 Missing ')' in method call. | L935:461 Unexpected token 'if' in expression or statement. | L935:500 The string is missing the terminator: "". | L935:499 Missing closing '}' in statement block or type definition. | L935:505 Missing closing ')' in subexpression. | L942:60 Missing ')' in method call. | L942:60 Unexpected token 'if' in expression or statement. | L942:216 Missing ')' in method call. | L942:216 Unexpected token 'if' in expression or statement. | L947:60 Missing ')' in method call. | L947:60 Unexpected token 'if' in expression or statement. | L947:150 Missing ')' in method call. | L947:150 Unexpected token 'if' in expression or statement. | L952:56 Missing ')' in method call. | L952:56 Unexpected token 'if' in expression or statement. | L869:24 Missing closing '}' in statement block or type definition. | L952:93 Unexpected token ')' in expression or statement. | L1259:1 Unexpected token '}' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_VEGN_Step1_v33.ps1","17","1","Remove-Item","L910:78 Unexpected token '''' in expression or statement. | L910:78 Missing closing ')' in expression. | L910:78 Missing ')' in method call. | L910:17 Missing closing '}' in statement block or type definition. | L888:23 Missing closing '}' in statement block or type definition. | L910:80 Unexpected token ')' in expression or statement. | L910:81 Unexpected token ')' in expression or statement. | L910:82 Unexpected token '}' in expression or statement. | L912:25 Unexpected token '''' in expression or statement. | L912:25 Missing closing ')' in expression. | L911:16 Missing closing '}' in statement block or type definition. | L912:27 Unexpected token ')' in expression or statement. | L915:5 Unexpected token '}' in expression or statement. | L963:62 Missing ')' in method call. | L963:62 Unexpected token 'if' in expression or statement. | L963:99 Unexpected token ')' in expression or statement. | L1083:1 Unexpected token '}' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIA_VEGN_Step1_v33_fixed.ps1","17","1","Remove-Item","L910:78 Unexpected token '''' in expression or statement. | L910:78 Missing closing ')' in expression. | L910:78 Missing ')' in method call. | L910:17 Missing closing '}' in statement block or type definition. | L888:23 Missing closing '}' in statement block or type definition. | L910:80 Unexpected token ')' in expression or statement. | L910:81 Unexpected token ')' in expression or statement. | L910:82 Unexpected token '}' in expression or statement. | L912:25 Unexpected token '''' in expression or statement. | L912:25 Missing closing ')' in expression. | L911:16 Missing closing '}' in statement block or type definition. | L912:27 Unexpected token ')' in expression or statement. | L915:5 Unexpected token '}' in expression or statement. | L963:62 Missing ')' in method call. | L963:62 Unexpected token 'if' in expression or statement. | L963:99 Unexpected token ')' in expression or statement. | L1083:1 Unexpected token '}' in expression or statement."
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VCNC\VIS_BaseGuardian_Launcher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\VDF_DAYTRADE_Launcher.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\VDF_E2_TWDailyUnified_DaytradePatch.ps1","0","1","Remove-Item",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\VDF_Product_Launcher.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\VDF_UI_LAUNCHER_STABLE_v1.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\VDX.ps1","0","0","",""
"C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\via_ps_module.psm1","0","0","",""
