"Flow","Lang","FunctionArea","Rank","Name","Install","UseCase","RiskNote"
"04_Sandbox_Test","JS_TS","UI_Test_Visualization","9","d3","npm install d3","Visualization library","Per project"
"04_Sandbox_Test","CSharp","Windows_App_Testing_IO","9","Microsoft.Playwright","dotnet add package Microsoft.Playwright","Browser UI tests","Install browsers separately"
"04_Sandbox_Test","PowerShell","Orchestration_Check_Test_Repair","10","WinGet.Client","Install-Module WinGet.Client -Scope CurrentUser -Force","Package manager bridge","Optional"
"04_Sandbox_Test","Python","ETL_ProcessMining_DocAI","10","tqdm","python -m pip install tqdm","Progress bars","Lightweight"
"04_Sandbox_Test","Python","EnterpriseFormReading","10","unstructured","python -m pip install unstructured","Document partitioning pipeline","Heavy; pin versions if needed"
"04_Sandbox_Test","JS_TS","UI_Test_Visualization","10","cytoscape","npm install cytoscape","Graph/network visualization","Per project"
"04_Sandbox_Test","CSharp","Windows_App_Testing_IO","10","CliWrap","dotnet add package CliWrap","External process wrapper","Project needed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","1","PSScriptAnalyzer","Install-Module PSScriptAnalyzer -Scope CurrentUser -Force","PowerShell static analysis, AST lint, fixable findings","Run after parse clean"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","1","pandas","python -m pip install pandas","Tabular ETL, event-log shaping","Stable core"
"05_Check_Test_Repair","Python","EnterpriseFormReading","1","docling","python -m pip install docling","PDF/DOCX/PPTX/image conversion, layout/table/OCR pipeline","Heavy; install only in sandbox env"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","1","typescript","npm install -g typescript","Type checking","Global optional"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","1","xunit","dotnet add package xunit","C# unit testing","Project needed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","2","Pester","Install-Module Pester -Scope CurrentUser -Force","PowerShell unit/integration tests","Needs tests to exist"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","2","polars","python -m pip install polars","Fast low-memory dataframe engine","Great for large logs"
"05_Check_Test_Repair","Python","EnterpriseFormReading","2","paddleocr","python -m pip install paddleocr","OCR and PP-Structure document parsing","Heavy; model downloads"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","2","eslint","npm install -g eslint","JS/TS lint","Config needed"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","2","NUnit","dotnet add package NUnit","C# unit testing","Project needed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","3","PSWriteHTML","Install-Module PSWriteHTML -Scope CurrentUser -Force","Detailed HTML dashboards/reports","Optional; fallback HTML exists"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","3","duckdb","python -m pip install duckdb","Local OLAP, parquet/sql analytics","Excellent local DB"
"05_Check_Test_Repair","Python","EnterpriseFormReading","3","ocrmypdf","python -m pip install ocrmypdf","Searchable PDFs with OCR layer","Needs Tesseract/Ghostscript"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","3","prettier","npm install -g prettier","Formatter","Config needed"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","3","FluentAssertions","dotnet add package FluentAssertions","Readable assertions","Project needed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","4","ImportExcel","Install-Module ImportExcel -Scope CurrentUser -Force","XLSX output for review matrices","Optional"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","4","pyarrow","python -m pip install pyarrow","Parquet/Arrow interchange","Needed for parquet"
"05_Check_Test_Repair","Python","EnterpriseFormReading","4","pytesseract","python -m pip install pytesseract","Tesseract Python wrapper","Needs Tesseract binary"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","4","vite","npm install -g vite","Fast UI dev server/build","Optional"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","4","Serilog","dotnet add package Serilog","Structured logs","Project needed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","5","PSFramework","Install-Module PSFramework -Scope CurrentUser -Force","Structured logging","Optional"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","5","pm4py","python -m pip install pm4py","Process mining algorithms/event logs","Core process mining"
"05_Check_Test_Repair","Python","EnterpriseFormReading","5","pdfplumber","python -m pip install pdfplumber","PDF text/table extraction","Good for digital PDFs"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","5","playwright","npm install -g playwright","Browser UI testing","Needs browser install"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","5","HtmlAgilityPack","dotnet add package HtmlAgilityPack","HTML parsing","Project needed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","6","PSReadLine","Install-Module PSReadLine -Scope CurrentUser -Force","Interactive CLI productivity","May already exist"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","6","networkx","python -m pip install networkx","Graph/path/process relation analysis","Complements PM4Py"
"05_Check_Test_Repair","Python","EnterpriseFormReading","6","pymupdf","python -m pip install pymupdf","PDF rendering/text/image extraction","Fast"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","6","vitest","npm install -g vitest","JS/TS test runner","Project config needed"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","6","CsvHelper","dotnet add package CsvHelper","CSV IO","Project needed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","7","CompletionPredictor","Install-Module CompletionPredictor -Scope CurrentUser -Force","Command prediction accelerator","Optional"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","7","pandera","python -m pip install pandera","Dataframe schema validation","Optional but useful"
"05_Check_Test_Repair","Python","EnterpriseFormReading","7","camelot-py","python -m pip install camelot-py","PDF table extraction","Needs ghostscript/opencv depending flavor"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","7","mermaid","npm install -g @mermaid-js/mermaid-cli","Process diagrams","May need chromium"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","7","ClosedXML","dotnet add package ClosedXML","Excel IO","Project needed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","8","SecretManagement","Install-Module Microsoft.PowerShell.SecretManagement -Scope CurrentUser -Force","Secret abstraction","Do not print secrets"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","8","great_expectations","python -m pip install great_expectations","Data quality validation","Heavier"
"05_Check_Test_Repair","Python","EnterpriseFormReading","8","tabula-py","python -m pip install tabula-py","Java Tabula wrapper for tables","Needs Java"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","8","marked","npm install -g marked","Markdown conversion/rendering","Optional"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","8","QuestPDF","dotnet add package QuestPDF","PDF generation/reporting","License constraints should be reviewed"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","9","SecretStore","Install-Module Microsoft.PowerShell.SecretStore -Scope CurrentUser -Force","Local secret vault","Needs setup"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","9","rich","python -m pip install rich","Console progress/table UX","Lightweight UX"
"05_Check_Test_Repair","Python","EnterpriseFormReading","9","opencv-python","python -m pip install opencv-python","Image preprocessing/layout/cv","May be heavy"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","9","d3","npm install d3","Visualization library","Per project"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","9","Microsoft.Playwright","dotnet add package Microsoft.Playwright","Browser UI tests","Install browsers separately"
"05_Check_Test_Repair","PowerShell","Orchestration_Check_Test_Repair","10","WinGet.Client","Install-Module WinGet.Client -Scope CurrentUser -Force","Package manager bridge","Optional"
"05_Check_Test_Repair","Python","ETL_ProcessMining_DocAI","10","tqdm","python -m pip install tqdm","Progress bars","Lightweight"
"05_Check_Test_Repair","Python","EnterpriseFormReading","10","unstructured","python -m pip install unstructured","Document partitioning pipeline","Heavy; pin versions if needed"
"05_Check_Test_Repair","JS_TS","UI_Test_Visualization","10","cytoscape","npm install cytoscape","Graph/network visualization","Per project"
"05_Check_Test_Repair","CSharp","Windows_App_Testing_IO","10","CliWrap","dotnet add package CliWrap","External process wrapper","Project needed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","1","PSScriptAnalyzer","Install-Module PSScriptAnalyzer -Scope CurrentUser -Force","PowerShell static analysis, AST lint, fixable findings","Run after parse clean"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","1","pandas","python -m pip install pandas","Tabular ETL, event-log shaping","Stable core"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","1","docling","python -m pip install docling","PDF/DOCX/PPTX/image conversion, layout/table/OCR pipeline","Heavy; install only in sandbox env"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","1","typescript","npm install -g typescript","Type checking","Global optional"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","1","xunit","dotnet add package xunit","C# unit testing","Project needed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","2","Pester","Install-Module Pester -Scope CurrentUser -Force","PowerShell unit/integration tests","Needs tests to exist"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","2","polars","python -m pip install polars","Fast low-memory dataframe engine","Great for large logs"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","2","paddleocr","python -m pip install paddleocr","OCR and PP-Structure document parsing","Heavy; model downloads"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","2","eslint","npm install -g eslint","JS/TS lint","Config needed"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","2","NUnit","dotnet add package NUnit","C# unit testing","Project needed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","3","PSWriteHTML","Install-Module PSWriteHTML -Scope CurrentUser -Force","Detailed HTML dashboards/reports","Optional; fallback HTML exists"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","3","duckdb","python -m pip install duckdb","Local OLAP, parquet/sql analytics","Excellent local DB"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","3","ocrmypdf","python -m pip install ocrmypdf","Searchable PDFs with OCR layer","Needs Tesseract/Ghostscript"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","3","prettier","npm install -g prettier","Formatter","Config needed"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","3","FluentAssertions","dotnet add package FluentAssertions","Readable assertions","Project needed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","4","ImportExcel","Install-Module ImportExcel -Scope CurrentUser -Force","XLSX output for review matrices","Optional"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","4","pyarrow","python -m pip install pyarrow","Parquet/Arrow interchange","Needed for parquet"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","4","pytesseract","python -m pip install pytesseract","Tesseract Python wrapper","Needs Tesseract binary"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","4","vite","npm install -g vite","Fast UI dev server/build","Optional"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","4","Serilog","dotnet add package Serilog","Structured logs","Project needed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","5","PSFramework","Install-Module PSFramework -Scope CurrentUser -Force","Structured logging","Optional"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","5","pm4py","python -m pip install pm4py","Process mining algorithms/event logs","Core process mining"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","5","pdfplumber","python -m pip install pdfplumber","PDF text/table extraction","Good for digital PDFs"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","5","playwright","npm install -g playwright","Browser UI testing","Needs browser install"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","5","HtmlAgilityPack","dotnet add package HtmlAgilityPack","HTML parsing","Project needed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","6","PSReadLine","Install-Module PSReadLine -Scope CurrentUser -Force","Interactive CLI productivity","May already exist"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","6","networkx","python -m pip install networkx","Graph/path/process relation analysis","Complements PM4Py"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","6","pymupdf","python -m pip install pymupdf","PDF rendering/text/image extraction","Fast"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","6","vitest","npm install -g vitest","JS/TS test runner","Project config needed"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","6","CsvHelper","dotnet add package CsvHelper","CSV IO","Project needed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","7","CompletionPredictor","Install-Module CompletionPredictor -Scope CurrentUser -Force","Command prediction accelerator","Optional"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","7","pandera","python -m pip install pandera","Dataframe schema validation","Optional but useful"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","7","camelot-py","python -m pip install camelot-py","PDF table extraction","Needs ghostscript/opencv depending flavor"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","7","mermaid","npm install -g @mermaid-js/mermaid-cli","Process diagrams","May need chromium"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","7","ClosedXML","dotnet add package ClosedXML","Excel IO","Project needed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","8","SecretManagement","Install-Module Microsoft.PowerShell.SecretManagement -Scope CurrentUser -Force","Secret abstraction","Do not print secrets"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","8","great_expectations","python -m pip install great_expectations","Data quality validation","Heavier"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","8","tabula-py","python -m pip install tabula-py","Java Tabula wrapper for tables","Needs Java"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","8","marked","npm install -g marked","Markdown conversion/rendering","Optional"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","8","QuestPDF","dotnet add package QuestPDF","PDF generation/reporting","License constraints should be reviewed"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","9","SecretStore","Install-Module Microsoft.PowerShell.SecretStore -Scope CurrentUser -Force","Local secret vault","Needs setup"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","9","rich","python -m pip install rich","Console progress/table UX","Lightweight UX"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","9","opencv-python","python -m pip install opencv-python","Image preprocessing/layout/cv","May be heavy"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","9","d3","npm install d3","Visualization library","Per project"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","9","Microsoft.Playwright","dotnet add package Microsoft.Playwright","Browser UI tests","Install browsers separately"
"06_Form_To_ProcessMining","PowerShell","Orchestration_Check_Test_Repair","10","WinGet.Client","Install-Module WinGet.Client -Scope CurrentUser -Force","Package manager bridge","Optional"
"06_Form_To_ProcessMining","Python","ETL_ProcessMining_DocAI","10","tqdm","python -m pip install tqdm","Progress bars","Lightweight"
"06_Form_To_ProcessMining","Python","EnterpriseFormReading","10","unstructured","python -m pip install unstructured","Document partitioning pipeline","Heavy; pin versions if needed"
"06_Form_To_ProcessMining","JS_TS","UI_Test_Visualization","10","cytoscape","npm install cytoscape","Graph/network visualization","Per project"
"06_Form_To_ProcessMining","CSharp","Windows_App_Testing_IO","10","CliWrap","dotnet add package CliWrap","External process wrapper","Project needed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","1","PSScriptAnalyzer","Install-Module PSScriptAnalyzer -Scope CurrentUser -Force","PowerShell static analysis, AST lint, fixable findings","Run after parse clean"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","1","pandas","python -m pip install pandas","Tabular ETL, event-log shaping","Stable core"
"07_HTML_UI_Report","Python","EnterpriseFormReading","1","docling","python -m pip install docling","PDF/DOCX/PPTX/image conversion, layout/table/OCR pipeline","Heavy; install only in sandbox env"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","1","typescript","npm install -g typescript","Type checking","Global optional"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","1","xunit","dotnet add package xunit","C# unit testing","Project needed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","2","Pester","Install-Module Pester -Scope CurrentUser -Force","PowerShell unit/integration tests","Needs tests to exist"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","2","polars","python -m pip install polars","Fast low-memory dataframe engine","Great for large logs"
"07_HTML_UI_Report","Python","EnterpriseFormReading","2","paddleocr","python -m pip install paddleocr","OCR and PP-Structure document parsing","Heavy; model downloads"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","2","eslint","npm install -g eslint","JS/TS lint","Config needed"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","2","NUnit","dotnet add package NUnit","C# unit testing","Project needed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","3","PSWriteHTML","Install-Module PSWriteHTML -Scope CurrentUser -Force","Detailed HTML dashboards/reports","Optional; fallback HTML exists"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","3","duckdb","python -m pip install duckdb","Local OLAP, parquet/sql analytics","Excellent local DB"
"07_HTML_UI_Report","Python","EnterpriseFormReading","3","ocrmypdf","python -m pip install ocrmypdf","Searchable PDFs with OCR layer","Needs Tesseract/Ghostscript"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","3","prettier","npm install -g prettier","Formatter","Config needed"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","3","FluentAssertions","dotnet add package FluentAssertions","Readable assertions","Project needed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","4","ImportExcel","Install-Module ImportExcel -Scope CurrentUser -Force","XLSX output for review matrices","Optional"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","4","pyarrow","python -m pip install pyarrow","Parquet/Arrow interchange","Needed for parquet"
"07_HTML_UI_Report","Python","EnterpriseFormReading","4","pytesseract","python -m pip install pytesseract","Tesseract Python wrapper","Needs Tesseract binary"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","4","vite","npm install -g vite","Fast UI dev server/build","Optional"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","4","Serilog","dotnet add package Serilog","Structured logs","Project needed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","5","PSFramework","Install-Module PSFramework -Scope CurrentUser -Force","Structured logging","Optional"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","5","pm4py","python -m pip install pm4py","Process mining algorithms/event logs","Core process mining"
"07_HTML_UI_Report","Python","EnterpriseFormReading","5","pdfplumber","python -m pip install pdfplumber","PDF text/table extraction","Good for digital PDFs"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","5","playwright","npm install -g playwright","Browser UI testing","Needs browser install"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","5","HtmlAgilityPack","dotnet add package HtmlAgilityPack","HTML parsing","Project needed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","6","PSReadLine","Install-Module PSReadLine -Scope CurrentUser -Force","Interactive CLI productivity","May already exist"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","6","networkx","python -m pip install networkx","Graph/path/process relation analysis","Complements PM4Py"
"07_HTML_UI_Report","Python","EnterpriseFormReading","6","pymupdf","python -m pip install pymupdf","PDF rendering/text/image extraction","Fast"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","6","vitest","npm install -g vitest","JS/TS test runner","Project config needed"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","6","CsvHelper","dotnet add package CsvHelper","CSV IO","Project needed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","7","CompletionPredictor","Install-Module CompletionPredictor -Scope CurrentUser -Force","Command prediction accelerator","Optional"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","7","pandera","python -m pip install pandera","Dataframe schema validation","Optional but useful"
"07_HTML_UI_Report","Python","EnterpriseFormReading","7","camelot-py","python -m pip install camelot-py","PDF table extraction","Needs ghostscript/opencv depending flavor"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","7","mermaid","npm install -g @mermaid-js/mermaid-cli","Process diagrams","May need chromium"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","7","ClosedXML","dotnet add package ClosedXML","Excel IO","Project needed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","8","SecretManagement","Install-Module Microsoft.PowerShell.SecretManagement -Scope CurrentUser -Force","Secret abstraction","Do not print secrets"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","8","great_expectations","python -m pip install great_expectations","Data quality validation","Heavier"
"07_HTML_UI_Report","Python","EnterpriseFormReading","8","tabula-py","python -m pip install tabula-py","Java Tabula wrapper for tables","Needs Java"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","8","marked","npm install -g marked","Markdown conversion/rendering","Optional"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","8","QuestPDF","dotnet add package QuestPDF","PDF generation/reporting","License constraints should be reviewed"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","9","SecretStore","Install-Module Microsoft.PowerShell.SecretStore -Scope CurrentUser -Force","Local secret vault","Needs setup"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","9","rich","python -m pip install rich","Console progress/table UX","Lightweight UX"
"07_HTML_UI_Report","Python","EnterpriseFormReading","9","opencv-python","python -m pip install opencv-python","Image preprocessing/layout/cv","May be heavy"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","9","d3","npm install d3","Visualization library","Per project"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","9","Microsoft.Playwright","dotnet add package Microsoft.Playwright","Browser UI tests","Install browsers separately"
"07_HTML_UI_Report","PowerShell","Orchestration_Check_Test_Repair","10","WinGet.Client","Install-Module WinGet.Client -Scope CurrentUser -Force","Package manager bridge","Optional"
"07_HTML_UI_Report","Python","ETL_ProcessMining_DocAI","10","tqdm","python -m pip install tqdm","Progress bars","Lightweight"
"07_HTML_UI_Report","Python","EnterpriseFormReading","10","unstructured","python -m pip install unstructured","Document partitioning pipeline","Heavy; pin versions if needed"
"07_HTML_UI_Report","JS_TS","UI_Test_Visualization","10","cytoscape","npm install cytoscape","Graph/network visualization","Per project"
"07_HTML_UI_Report","CSharp","Windows_App_Testing_IO","10","CliWrap","dotnet add package CliWrap","External process wrapper","Project needed"
"08_Consolidate_Activate","PowerShell","Orchestration_Check_Test_Repair","1","PSScriptAnalyzer","Install-Module PSScriptAnalyzer -Scope CurrentUser -Force","PowerShell static analysis, AST lint, fixable findings","Run after parse clean"
"08_Consolidate_Activate","Python","ETL_ProcessMining_DocAI","1","pandas","python -m pip install pandas","Tabular ETL, event-log shaping","Stable core"
"08_Consolidate_Activate","Python","EnterpriseFormReading","1","docling","python -m pip install docling","PDF/DOCX/PPTX/image conversion, layout/table/OCR pipeline","Heavy; install only in sandbox env"
"08_Consolidate_Activate","JS_TS","UI_Test_Visualization","1","typescript","npm install -g typescript","Type checking","Global optional"
"08_Consolidate_Activate","CSharp","Windows_App_Testing_IO","1","xunit","dotnet add package xunit","C# unit testing","Project needed"
"08_Consolidate_Activate","PowerShell","Orchestration_Check_Test_Repair","2","Pester","Install-Module Pester -Scope CurrentUser -Force","PowerShell unit/integration tests","Needs tests to exist"
"08_Consolidate_Activate","Python","ETL_ProcessMining_DocAI","2","polars","python -m pip install polars","Fast low-memory dataframe engine","Great for large logs"
"08_Consolidate_Activate","Python","EnterpriseFormReading","2","paddleocr","python -m pip install paddleocr","OCR and PP-Structure document parsing","Heavy; model downloads"
"08_Consolidate_Activate","JS_TS","UI_Test_Visualization","2","eslint","npm install -g eslint","JS/TS lint","Config needed"
"08_Consolidate_Activate","CSharp","Windows_App_Testing_IO","2","NUnit","dotnet add package NUnit","C# unit testing","Project needed"
"08_Consolidate_Activate","PowerShell","Orchestration_Check_Test_Repair","3","PSWriteHTML","Install-Module PSWriteHTML -Scope CurrentUser -Force","Detailed HTML dashboards/reports","Optional; fallback HTML exists"
"08_Consolidate_Activate","Python","ETL_ProcessMining_DocAI","3","duckdb","python -m pip install duckdb","Local OLAP, parquet/sql analytics","Excellent local DB"
"08_Consolidate_Activate","Python","EnterpriseFormReading","3","ocrmypdf","python -m pip install ocrmypdf","Searchable PDFs with OCR layer","Needs Tesseract/Ghostscript"
"08_Consolidate_Activate","JS_TS","UI_Test_Visualization","3","prettier","npm install -g prettier","Formatter","Config needed"
"08_Consolidate_Activate","CSharp","Windows_App_Testing_IO","3","FluentAssertions","dotnet add package FluentAssertions","Readable assertions","Project needed"
"08_Consolidate_Activate","PowerShell","Orchestration_Check_Test_Repair","4","ImportExcel","Install-Module ImportExcel -Scope CurrentUser -Force","XLSX output for review matrices","Optional"
"08_Consolidate_Activate","Python","ETL_ProcessMining_DocAI","4","pyarrow","python -m pip install pyarrow","Parquet/Arrow interchange","Needed for parquet"
"08_Consolidate_Activate","Python","EnterpriseFormReading","4","pytesseract","python -m pip install pytesseract","Tesseract Python wrapper","Needs Tesseract binary"
"08_Consolidate_Activate","JS_TS","UI_Test_Visualization","4","vite","npm install -g vite","Fast UI dev server/build","Optional"
"08_Consolidate_Activate","CSharp","Windows_App_Testing_IO","4","Serilog","dotnet add package Serilog","Structured logs","Project needed"
"08_Consolidate_Activate","PowerShell","Orchestration_Check_Test_Repair","5","PSFramework","Install-Module PSFramework -Scope CurrentUser -Force","Structured logging","Optional"
"08_Consolidate_Activate","Python","ETL_ProcessMining_DocAI","5","pm4py","python -m pip install pm4py","Process mining algorithms/event logs","Core process mining"
"08_Consolidate_Activate","Python","EnterpriseFormReading","5","pdfplumber","python -m pip install pdfplumber","PDF text/table extraction","Good for digital PDFs"
"08_Consolidate_Activate","JS_TS","UI_Test_Visualization","5","playwright","npm install -g playwright","Browser UI testing","Needs browser install"
"08_Consolidate_Activate","CSharp","Windows_App_Testing_IO","5","HtmlAgilityPack","dotnet add package HtmlAgilityPack","HTML parsing","Project needed"
"08_Consolidate_Activate","PowerShell","Orchestration_Check_Test_Repair","6","PSReadLine","Install-Module PSReadLine -Scope CurrentUser -Force","Interactive CLI productivity","May already exist"
"08_Consolidate_Activate","Python","ETL_ProcessMining_DocAI","6","networkx","python -m pip install networkx","Graph/path/process relation analysis","Complements PM4Py"
"08_Consolidate_Activate","Python","EnterpriseFormReading","6","pymupdf","python -m pip install pymupdf","PDF rendering/text/image extraction","Fast"
"08_Consolidate_Activate","JS_TS","UI_Test_Visualization","6","vitest","npm install -g vitest","JS/TS test runner","Project config needed"
"08_Consolidate_Activate","CSharp","Windows_App_Testing_IO","6","CsvHelper","dotnet add package CsvHelper","CSV IO","Project needed"
"08_Consolidate_Activate","PowerShell","Orchestration_Check_Test_Repair","7","CompletionPredictor","Install-Module CompletionPredictor -Scope CurrentUser -Force","Command prediction accelerator","Optional"
"08_Consolidate_Activate","Python","ETL_ProcessMining_DocAI","7","pandera","python -m pip install pandera","Dataframe schema validation","Optional but useful"
"08_Consolidate_Activate","Python","EnterpriseFormReading","7","camelot-py","python -m pip install camelot-py","PDF table extraction","Needs ghostscript/opencv depending flavor"
"08_Consolidate_Activate","JS_TS","UI_Test_Visualization","7","mermaid","npm install -g @mermaid-js/mermaid-cli","Process diagrams","May need chromium"
"08_Consolidate_Activate","CSharp","Windows_App_Testing_IO","7","ClosedXML","dotnet add package ClosedXML","Excel IO","Project needed"
