"def_priority","def_gate","def_owner_engine","def_domain_family","def_normalized_key","def_distinct_values","def_recommended_decision","def_hydra_risk","def_source_mutation","def_sample_values","def_sample_files"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schemas","6","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","s.get(""schemas"", """") || 45 || """" || int(v4_summary.get(""schemas"", next((x.get(""rows"", 0) for x in tables if x.get(""table"") == ""schema_intelligence_registry""), 0))) || int(v4_summary.get(""schemas"", table_map.get(""schema_intelligence_registry"", 0))) || int(len(schema_df))","vap_panorama_maturity_optimizer.py; vap_panorama_maturity_payload.json; vap_project_completion_manifest.json; vap_project_completion_probe.py; vap_project_completion_manifest_v2.json; vap_project_completion_probe_v2.py; vap_warehouse_v4_builder.py; vap_warehouse_v4_payload.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","EXTRA_TICKERS","6","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","EXTRA_TICKERS      = [""""NVDA"""", """"TSM"""", """"AAPL""""]          # 額外加入的海外股 || EXTRA_TICKERS      = [""""NVDA"""", """"TSM"""", """"AAPL""""] || EXTRA_TICKERS      = [&quot;NVDA&quot;, &quot;TSM&quot;, &quot;AAPL&quot;]          # 額外加入的海外股 || EXTRA_TICKERS      = [&quot;NVDA&quot;, &quot;TSM&quot;, &quot;AAPL&quot;] || EXTRA_TICKERS      = [""NVDA"", ""TSM"", ""AAPL""]          # 額外加入的海外股 || EXTRA_TICKERS      = [""NVDA"", ""TSM"", ""AAPL""]","VIA_KeySignalScan_v02861.csv; VIA_SupportiveDocking_VDF_VRN_Report_v02861.html; VIA_SignalScan_v02863.csv; VDF_MDL005_TWStockFilter.py; VDF_MDL006_FinancialModel.py"
"P0","P0_OWNER_DECISION_REQUIRED","VIA","GOVERNANCE_POLICY","weekend_holiday_policy","6","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""strict"" if ""Crypto"" in theme else ""forward_fill""} || ""skip""} || { || ""forward_fill"" || ""skip"" || ""strict""","VDF_MDL201_GenerateFullRegistry.py; VDF_MDL401_RegistrySchema.json; VDF_MDL402_RegistrySample.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_twd","6","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","42 || 47 || 41 || 46 || 33 || 31","VRN_MDL031_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL032_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL164_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL165_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL166_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL167_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL168_vrn_final_integration_resolver_v0567__MODULE__v0567.json; VRN_MDL169_vrn_final_integration_resolver_v0567__GOVERNANCE__v0567.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","fred_api_key_exists","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","true || fred_key_exists || result[""fred_api_key_exists""] || bool(os.environ.get(""FRED_API_KEY"")) || any(bool(os.environ.get(k, """").strip()) for k in fred_keys)","VDF_ACTIVE_POINTER_before_v02831_20260611_031152.json; VDF_ACTIVE_POINTER_before_v02832_20260611_031541.json; VDF_ACTIVE_POINTER_before_v0283_20260611_024903.json; VDF_ACTIVE_POINTER_before_v027841_20260611_013435.json; VDF_ACTIVE_POINTER_before_v02783_20260611_012926.json; VDF_ACTIVE_POINTER_before_v027842_20260611_013908.json; VDF_ACTIVE_POINTER_before_v0279_20260611_020210.json; VDF_ACTIVE_POINTER_before_v0280_20260611_020645.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","merge_policy_gate","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""MERGE_BLOCKED_UNTIL_CANONICAL_MAPPING_GATE; allowed=False; next=v027.7 AkShare canonical mapping gate only; no DB write"" || { || {} || merge_policy_gate = { || result[""merge_policy_gate""]","VDF_AkShare_CandidateToCanonicalMergeGateReviewPlan_v0276.json; VDF_AkShare_CandidateToCanonicalMergeGateReview_Matrix_v0276.json; VDF_Top10_LocalFreeLibs_AkShareMergeGateReview_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_result_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","vrn_merge_yfinance_ticker","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""1101.TW"" || ""1102.TW"" || ""1103.TW"" || ""1104.TW"" || ""1108.TW""","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","ticker_regex","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""^[0-9A-Z]{4,8}$"" || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\SSOT\\_runs\\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\\parquet\\VRN_TickerRegexSSOT_v029SSOT1B.par... || os.path.join(parquet_dir, ""VRN_TickerRegexSSOT_v029SSOT1B.parquet"") || ticker_regex = [ || ""^(?!202[1-9])(?!2030)[1-9]\\d{3}$""","VDF_Extraction_Params_SSOT.json; VRN_ACTIVE_STAGE_POINTER.json; vrn_ssot_verifier_active_pointer_v029ssot1c.py; vrn_unified_ssot_builder_v029ssot1b.py; VRN_MDL239_vrn_new_report_format_system_default_installer_v06155__REPORT__v06155.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_gate","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""OK_SCHEMA_GATE_REVIEW_WITH_MAPPING_REQUIRED; risk=MEDIUM; count=1"" || { || {} || schema_gate = { || result[""schema_gate""]","VDF_AkShare_CandidateToCanonicalMergeGateReviewPlan_v0276.json; VDF_AkShare_CandidateToCanonicalMergeGateReview_Matrix_v0276.json; VDF_Top10_LocalFreeLibs_AkShareMergeGateReview_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_result_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","factset_tw_ticker","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""1101"" || ""1102"" || ""1103"" || ""1104"" || ""1108""","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","factset_tw_yfinance_ticker","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""1101.TW"" || ""1102.TW"" || ""1103.TW"" || ""1104.TW"" || ""1108.TW""","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","yf_tw_ticker","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""1101"" || ""1102"" || ""1103"" || ""1104"" || ""1108""","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","vrn_merge_ticker","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""1101"" || ""1102"" || ""1103"" || ""1104"" || ""1108""","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","schema_id","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""VDF_VRN_SourceFallback_AllDataRegistry"" || ""VRN_BROKER_LIST"" || ""VRN_IO_Summary"" || ""VRN_S05_FieldRegistry"" || f""SCH_{row.get('asset_id', '')}""","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; VRN_BROKER_LIST_v01.json; VRN_IO_Summary_v0100 (1).json; VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; VRN_IO_Summary_v0100.json; VRN_S05_FieldRegistry_v0101.json; VRN_S05_FieldRegistry_v0102.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","yf_tw_yfinance_ticker","5","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""1101.TW"" || ""1102.TW"" || ""1103.TW"" || ""1104.TW"" || ""1108.TW""","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_rows","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","schema_rows = [] || 149 || len(schema_rows) || []","vdf_akshare_execution_readiness_review_v0279.py; VRN_MDL044_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.json; VRN_MDL084_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.py; VRN_MDL092_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","ticker_summary_csv","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_BUSINESS_VALIDATION_REPORT_V061574_20260524_014947\\vrn_business_validation_by_t... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_BUSINESS_VALIDATION_REPORT_V061574_20260524_014406\\vrn_business_validation_by_t... || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_operation_ui_runs\\VRN_BUSINESS_VALIDATION_REPORT_V061574_20260524_013646\\vrn_business_validation_by_t... || str(run_dir / ""vrn_business_validation_by_ticker_v061574.csv"")","VRN_MDL197_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json; VRN_MDL198_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json; VRN_MDL199_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json; VRN_MDL200_vrn_financialdata_business_validation_report_v061574__FINANCIALDATA__v061574.json; VRN_MDL227_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL228_vrn_business_validation_report_v061574__REPORT__v061574.py; VRN_MDL229_vrn_business_validation_report_v061574__REPORT__v061574.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","missing_unit","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","0 || missing_unit = sum(1 for r in financial_rows if not str(r.get(""Unit"", """")).strip()) || missing_unit || missing_unit = sum(1 for r in fin_rows if not str(r.get(""Unit"", """")).strip())","VRN_MDL031_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL032_vrn_canonical_english_system_seal_fix_v0569__GOVERNANCE__v0569.json; VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py; VRN_MDL164_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL165_vrn_data_trust_granular_calibration_v05692__MODULE__v05692.json; VRN_MDL166_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL167_vrn_duckdb_empty_safe_data_trust_calibration_v05691__MODULE__v05691.json; VRN_MDL168_vrn_final_integration_resolver_v0567__MODULE__v0567.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_band_yellow","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","5 || 360 || 11 || 59","VRN_MDL181_vrn_unit_consensus_ui_seal_v055__GOVERNANCE__v055.json; VRN_MDL182_vrn_final_display_unit_sanity_v054__MODULE__v054.json; VRN_MDL183_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL184_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL185_vrn_unit_precision_polish_v0521__MODULE__v0521.json; VRN_MDL186_vrn_unit_precision_polish_v0521__GOVERNANCE__v0521.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","before_missing_ticker","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","before_missing_ticker = sum(1 for r in basic_rows if not r.get(""ticker"")) || before_missing_ticker || 0 || before_missing_ticker=sum(1 for r in basic_rows if not r.get(""ticker""))","vrn_parquet_unified_stage_repair.py; VRN_ParquetUnifiedStageRepair_PythonRuntime_v029VRN1C3.json; vrn_parquet_unified_stage_repair_v1c3.py; vrn_staging_identity_repair_rekey_hotfix.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","ticker_tokens","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","ticker_tokens = [] || list(dict.fromkeys(ticker_tokens)) || ticker_tokens || "" | "".join(ticker_tokens)","VRN_MDL218_vrn_financial_data_confirm_verify_v06125__FINANCIALDATA__v06125.py; VRN_MDL250_vrn_one_row_file_validation_matrix_v06129__GOVERNANCE__v06129.py; VRN_MDL251_vrn_input_file_coverage_reconcile_v06128__MODULE__v06128.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","def_PARAM_HARDGATE_DIR","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","$def_PARAM_HARDGATE_DIR = Join-Path $def_PARAM_OUT_ROOT """"_supportive_hardgate"""" || $def_PARAM_HARDGATE_DIR = Join-Path $def_PARAM_OUT_ROOT &quot;_supportive_hardgate&quot; || $def_PARAM_HARDGATE_DIR = Join-Path $def_PARAM_OUT_ROOT """"_supp"" || $def_PARAM_HARDGATE_DIR = Join-Path $def_PARAM_OUT_ROOT &quot;_supp</td></tr>","VIA_KeySignalScan_v02861.csv; VIA_SupportiveDocking_VDF_VRN_Report_v02861.html; VIA_SignalScan_v02863.csv; VIA_TestDebug_VDF_VRN_Report_v02863.html"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_band_green","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","1337 || 982 || 1240 || 969","VRN_MDL181_vrn_unit_consensus_ui_seal_v055__GOVERNANCE__v055.json; VRN_MDL182_vrn_final_display_unit_sanity_v054__MODULE__v054.json; VRN_MDL183_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL184_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL185_vrn_unit_precision_polish_v0521__MODULE__v0521.json; VRN_MDL186_vrn_unit_precision_polish_v0521__GOVERNANCE__v0521.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_review_rows","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","30 || 120 || 91 || 349","VRN_MDL181_vrn_unit_consensus_ui_seal_v055__GOVERNANCE__v055.json; VRN_MDL182_vrn_final_display_unit_sanity_v054__MODULE__v054.json; VRN_MDL183_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL184_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL185_vrn_unit_precision_polish_v0521__MODULE__v0521.json; VRN_MDL186_vrn_unit_precision_polish_v0521__GOVERNANCE__v0521.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","after_missing_ticker","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","after_missing_ticker = sum(1 for r in basic_rows if not r.get(""ticker"")) || after_missing_ticker || 0 || after_mt,""after_review_required"":after_review","vrn_parquet_unified_stage_repair.py; VRN_ParquetUnifiedStageRepair_PythonRuntime_v029VRN1C3.json; VRN_ParquetUnifiedStageRepair_Runtime_v029VRN1C3.json; vrn_parquet_unified_stage_repair_v1c3.py; vrn_staging_identity_repair_rekey_hotfix.py; vrn_staging_identity_repair_rekey.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","unit_review_csv","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_integrated_trust_runs\\VRN_UNIT_CONSENSUS_UI_SEAL_V055_20260520_150731\\vrn_unit_review_v055.csv"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_integrated_trust_runs\\VRN_FINAL_DISPLAY_UNIT_SANITY_V054_20260520_145942\\vrn_unit_review_v054.csv"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_integrated_trust_runs\\VRN_FINAL_INTEGRATED_SEAL_V053_20260520_145013\\vrn_unit_review_v053.csv"" || ""C:\\Users\\tonyk\\OneDrive\\VeritasIntelligenceAnalytics\\module\\VRN\\_vrn_integrated_trust_runs\\VRN_UNIT_PRECISION_POLISH_V0521_20260520_132408\\vrn_unit_precision_review_v0521...","VRN_MDL181_vrn_unit_consensus_ui_seal_v055__GOVERNANCE__v055.json; VRN_MDL182_vrn_final_display_unit_sanity_v054__MODULE__v054.json; VRN_MDL183_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL184_vrn_final_integrated_seal_v053__GOVERNANCE__v053.json; VRN_MDL185_vrn_unit_precision_polish_v0521__MODULE__v0521.json; VRN_MDL186_vrn_unit_precision_polish_v0521__GOVERNANCE__v0521.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","required_fields","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || [""family"",""symbol"",""date"",""value"",""source""] || required_fields = @(""symbol"",""date"",""value"",""source"") || required_fields = @(""family"",""symbol"",""date"",""value"",""source"")","VDF_AkShare_NarrowSource_CanonicalKeyContract_Hotfix_v027821.json; vdf_akshare_narrow_source_contract_dryrun_hotfix_v027821.py; VDF_AkShare_NarrowSource_CanonicalKeyContract_v02782.json; vdf_akshare_narrow_source_contract_dryrun_v02782.py; VDF_AkShare_CanonicalKeyContract_Hotfix_v0278121.json; vdf_akshare_raw_column_profile_contract_hotfix_v0278121.py; VDF_AkShare_RawColumnProfile_CanonicalContract_Transcript_v027812_20260611_001630.txt; VDF_AkShare_CanonicalKeyContract_Hotfix_v02801.json"
"P0","P0_OWNER_DECISION_REQUIRED","VIA","GOVERNANCE_POLICY","policy_id","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""COAXIS_TW_BASE"" || ""COAXIS_US_PLUS_1"" || ""COAXIS_MACRO_FFILL"" || ""COAXIS_EVENT_MATRIX""","vap_warehouse_v5_next3_builder.py; vap_warehouse_v5_next3_payload.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","tw_bloomberg_ticker","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""{TW_TICKER} TT"" || f""{code} TT"" || None || canonical[""tw_bloomberg_ticker""]","VRN_ACTIVE_STAGE_POINTER_CANDIDATE_v029SSOT1B.json; vrn_unified_ssot_builder_v029ssot1b.py; VDF_MDL007_SSOTResolver.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","write_policy","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""ADD_OR_REPLACE_AFTER_SEAL_ONLY"" || ""SELECTOR_REQUIRED_BEFORE_SEED"" || ""DEFER_TO_YFINANCE_OR_FUTURE_GATE"" || ""staging_first""","VDF_FredAkshare_SmallScope_SchemaMap_v025.json; VDF_DataCatalog_Draft_v029DUAL0B.json; VDF_SourceRouter_Draft_v029DUAL0B.json"
"P0","REVIEW","VIA_REVIEW_BOARD","DOMAIN_GENERAL","MACRO_CHINA","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","2 || 343 || 30 || {","vdf_akshare_sample_call_gate_result_v0272.json; VDF_AkShare_SelectorMap_v027.json; vdf_akshare_selector_gate_result_v027.json; VDF_AkShare_SignatureDocMap_v0271.json; vdf_akshare_signature_doc_probe_result_v0271.json; vdf_akshare_signature_doc_probe_v0271.py; VDF_AkShare_SmallScopeSeedPlan_v02731.json; vdf_akshare_small_scope_seed_plan_gate_hotfix_result_v02731.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","VDF_Global_Macro","4","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || [""symbol"",""date"",""value"",""source"",""unit"",""frequency"",""description""] || VDF_Global_Macro = 10 rows || ""^TNX""","vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py; vdf_akshare_canonical_mapping_gate_v0277.py; VDF_FredCandidateToCanonical_MergeDryRun_Report_v0261.html; vdf_production_fetch_controller_v016.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","text_fields","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","text_fields = None || text_fields = list(reader.fieldnames or []) || text_fields=list(reader.fieldnames or [])","vrn_parquet_unified_stage_repair.py; vrn_parquet_unified_stage_repair_v1c3.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","recommended_fields","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || recommended_fields = @(""family"",""unit"",""frequency"",""original_function"",""source_table"",""record_hash"",""seeded_at"") || recommended_fields = @(""unit"",""frequency"",""original_function"",""source_file"",""source_file_name"",""record_hash"",""seeded_at"")","VDF_AkShare_CanonicalKeyContract_Hotfix_v02801.json; VDF_AkShare_CanonicalKeyContract_v0280.json; VDF_VRN_Sync5_Transcript_v0280_20260611_000806.txt"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","fred_keys","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","fred_keys = [""FRED_API_KEY"",""VDF_FRED_API_KEY"",""VIA_FRED_API_KEY""] || fred_keys = [ || fred_keys = [""FRED_API_KEY"", ""VDF_FRED_API_KEY"", ""VIA_FRED_API_KEY""]","vdf_fred_akshare_small_scope_gate_probe_v025.py; vdf_three_deferred_flow_capability_probe_v024.py; vdf_fred_akshare_capability_seal_probe_v0241.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","VRN_TickerRegexSSOT","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\SSOT\\_runs\\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\\parquet\\VRN_TickerRegexSSOT_v029SSOT1B.par... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VRN\\SSOT\\_runs\\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\\json\\VRN_TickerRegexSSOT_v029SSOT1B.json"" || ticker_regex","VRN_ACTIVE_STAGE_POINTER_CANDIDATE_v029SSOT1B.json; VIA_UnifiedInput_SSOT_v029SSOT1B.json; VRN_UnifiedSSOTBuilder_PythonRuntime_v029SSOT1B.json; vrn_unified_ssot_builder_v029ssot1b.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","VDF_Global_Commodity_AkShare_Candidate","3","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","VDF_Global_Commodity_AkShare_Candidate=150 || 150 || 3","VDF_AkShare_CandidateToCanonicalMergeGateReview_Report_v0276.html; vdf_akshare_candidate_to_canonical_merge_gate_review_result_v0276.json; VDF_AkShare_CanonicalMappingGate_Report_v0277.html; vdf_akshare_canonical_mapping_gate_result_v0277.json; VDF_AkShare_SmallScopeCandidateSeedStaging_Report_v0274.html; vdf_akshare_candidate_seed_staging_result_v0274.json; VDF_AkShare_SmallScopeSeedPlan_v02731.json; vdf_akshare_small_scope_seed_plan_gate_hotfix_result_v02731.json"
